name,pos,team,team,pos,g,salcap,salt,salb,salsb,salob
Bertrand Berry,DE,ARI,ARI,DE,10.0,5001650.0,4001650.0,4000000.0,0.0,1650.0
Ryan Pickett,DT,GB,GB,DT,16.0,5000000.0,6500000.0,1475000.0,2000000.0,3025000.0
Casey Hampton,NT,PIT,PIT,NT,15.0,4993750.0,6325000.0,3250000.0,0.0,3175000.0
Antrel Rolle,CB,ARI,ARI,CB,16.0,4903210.0,3351210.0,6725000.0,0.0,1210.0
London Fletcher,LB,BUF,BUF,LB,16.0,4900000.0,4100000.0,4000000.0,0.0,100000.0
Chris Chambers,WR,MIA,MIA,WR,16.0,4891666.0,2600000.0,1600000.0,0.0,1000000.0
Antonio Gates,TE,SD,SD,TE,16.0,4863960.0,3663960.0,500000.0,0.0,3163960.0
Aaron Smith,DE,PIT,PIT,DE,16.0,4863746.0,4503080.0,2500000.0,2000000.0,3080.0
Ian Gold,LB,DEN,DEN,LB,15.0,4825105.0,5275105.0,670000.0,0.0,4605105.0
Gary Baxter,CB,CLE,CLE,CB,3.0,4809594.0,3009594.0,1500000.0,0.0,1509594.0
Anthony Henry,CB,DAL,DAL,CB,16.0,4804840.0,2804840.0,1800000.0,0.0,1004840.0
Antoine Winfield,CB,MIN,MIN,CB,16.0,4800000.0,4800000.0,4700000.0,0.0,100000.0
Brian Westbrook,RB,PHI,PHI,RB,15.0,4786980.0,3586980.0,585000.0,0.0,3001980.0
Fred Taylor,RB,JAX,JAX,RB,15.0,4750000.0,3150000.0,2550000.0,0.0,600000.0
Joe Horn,WR,NO,NO,WR,10.0,4735000.0,3335000.0,1635000.0,0.0,1700000.0
Drew Bledsoe,QB,DAL,DAL,QB,6.0,4670956.0,4004290.0,3500000.0,0.0,504290.0
Keith Brooking,LB,ATL,ATL,LB,16.0,4642226.0,5050000.0,1600000.0,2700000.0,750000.0
Donald Driver,WR,GB,GB,WR,16.0,4622386.0,5255720.0,950000.0,2000000.0,2305720.0
Marlon McCree,S,SD,SD,S,14.0,4588080.0,4588080.0,585000.0,0.0,4003080.0
Aaron Schobel,DE,BUF,BUF,DE,16.0,4567106.0,3000440.0,2000000.0,0.0,1000440.0
Jake Delhomme,QB,CAR,CAR,QB,13.0,4551666.0,4785000.0,1785000.0,3000000.0,0.0
Ben Roethlisberger,QB,PIT,PIT,QB,15.0,4549710.0,659460.0,655500.0,0.0,3960.0
Peter Sirmon,LB,TEN,TEN,LB,16.0,4517510.0,2405830.0,2400000.0,0.0,5830.0
Fred Smoot,CB,MIN,MIN,CB,14.0,4502941.0,852941.0,800000.0,0.0,100000.0
Marcus Stroud,DT,JAX,JAX,DT,11.0,4485000.0,3185000.0,585000.0,0.0,2600000.0
Derrick Mason,WR,BAL,BAL,WR,16.0,4401540.0,3001540.0,3000000.0,0.0,1540.0
Chike Okeafor,DE,ARI,ARI,DE,16.0,4401210.0,3501210.0,3500000.0,0.0,1210.0
Sean Taylor,S,WAS,WAS,S,16.0,4369250.0,1215000.0,425000.0,0.0,790000.0
Tory James,CB,CIN,CIN,CB,16.0,4276320.0,3376320.0,2875000.0,0.0,501320.0
Seth Payne,DT,HOU,HOU,DT,5.0,4230500.0,2805500.0,2800000.0,0.0,5500.0
Gerald Hayes,LB,ARI,ARI,LB,14.0,4224130.0,4224130.0,8159100.0,0.0,2530.0
Jeremy Shockey,TE,NYG,NYG,TE,15.0,4185000.0,8400000.0,650000.0,0.0,7750000.0
James Farrior,LB,PIT,PIT,LB,16.0,4161830.0,2903080.0,2900000.0,0.0,3080.0
Fred Thomas,CB,NO,NO,CB,13.0,4150000.0,2900000.0,1900000.0,0.0,1000000.0
Darnell Dockett,DT,ARI,ARI,DT,16.0,4116210.0,3926210.0,5383333.0,0.0,1210.0
Shelton Quarles,LB,TB,TB,LB,12.0,4081160.0,2306160.0,1300000.0,0.0,1006160.0
Anquan Boldin,WR,ARI,ARI,WR,16.0,4053710.0,6751210.0,1750000.0,0.0,5001210.0
Orpheus Roye,DE,CLE,CLE,DE,9.0,4044510.0,6044510.0,810000.0,3000000.0,2234510.0
Alge Crumpler,TE,ATL,ATL,TE,16.0,4037513.0,5754180.0,2250000.0,0.0,3504180.0
Mike McKenzie,CB,NO,NO,CB,16.0,4025000.0,2625000.0,1500000.0,0.0,1125000.0
Morlon Greenwood,LB,HOU,HOU,LB,16.0,4011000.0,2611000.0,2511000.0,0.0,100000.0
Plaxico Burress,WR,NYG,NYG,WR,15.0,4005000.0,5605000.0,2355000.0,0.0,0.0
Kyle Vanden Bosch,DE,TEN,TEN,DE,16.0,3992890.0,7555390.0,2800000.0,4750000.0,5390.0
Ken Lucas,CB,CAR,CAR,CB,13.0,3980000.0,7100000.0,1000000.0,0.0,6100000.0
Kris Jenkins,DT,CAR,CAR,DT,16.0,3954618.0,2715000.0,2440000.0,0.0,275000.0
Drew Bennett,WR,TEN,TEN,WR,16.0,3938948.0,2405610.0,1750000.0,150000.0,505610.0
Eric Parker,WR,SD,SD,WR,15.0,3928284.0,4454950.0,700000.0,1000000.0,2754950.0
David Barrett,CB,NYJ,NYJ,CB,13.0,3897000.0,3055000.0,2055000.0,0.0,1000000.0
Ryan Sims,DT,KC,KC,DT,16.0,3885005.0,1667000.0,1567000.0,0.0,100000.0
Terence Newman,CB,DAL,DAL,CB,16.0,3883717.0,865647.0,860917.0,0.0,4730.0
Terrence McGee,CB,BUF,BUF,CB,15.0,3875000.0,2875000.0,2000000.0,0.0,875000.0
John Thornton,DT,CIN,CIN,DT,15.0,3875000.0,3250000.0,2750000.0,0.0,500000.0
Deltha O'Neal,CB,CIN,CIN,CB,12.0,3871250.0,2971250.0,2800000.0,0.0,171250.0
Darrell Jackson,WR,SEA,SEA,WR,13.0,3833773.0,2500440.0,2500000.0,0.0,440.0
Will Heller,TE,SEA,SEA,TE,16.0,3828520.0,503520.0,500000.0,0.0,3520.0
Edgerton Hartwell,LB,ATL,ATL,LB,8.0,3817300.0,6717300.0,2214000.0,0.0,4503300.0
John Lynch,S,DEN,DEN,S,16.0,3804290.0,3504290.0,1950000.0,1550000.0,4290.0
Will Witherspoon,LB,STL,STL,LB,16.0,3803960.0,1.100396E7,2000000.0,9000000.0,3960.0
Lito Sheppard,CB,PHI,PHI,CB,13.0,3803333.0,615000.0,612250.0,0.0,2750.0
Kendrell Bell,LB,KC,KC,LB,16.0,3778960.0,5878960.0,2375000.0,3500000.0,3960.0
Kevin Carter,DE,MIA,MIA,DE,16.0,3775000.0,4000000.0,1000000.0,0.0,3000000.0
Greg Wesley,S,KC,KC,S,14.0,3766666.0,2900000.0,2500000.0,0.0,400000.0
DeAngelo Hall,CB,ATL,ATL,CB,16.0,3747940.0,1655440.0,425000.0,0.0,1230440.0
Osi Umenyiora,DE,NYG,NYG,DE,11.0,3741250.0,1.015E7,500000.0,0.0,9650000.0
Patrick Surtain,CB,KC,KC,CB,16.0,3717090.0,7087090.0,1335000.0,0.0,5752090.0
Jarvis Green,DE,NE,NE,DE,16.0,3689840.0,3089840.0,585000.0,0.0,2504840.0
Pat Williams,DT,MIN,MIN,DT,16.0,3666666.0,2500000.0,2400000.0,0.0,100000.0
Antonio Pierce,LB,NYG,NYG,LB,16.0,3650000.0,5600000.0,2350000.0,0.0,3250000.0
Eric Hicks,DE,KC,KC,DE,15.0,3650000.0,2550000.0,2100000.0,0.0,450000.0
Darren Sharper,S,MIN,MIN,S,16.0,3650000.0,2000000.0,1900000.0,0.0,100000.0
Brian Kelly,CB,TB,TB,CB,2.0,3638093.0,2801760.0,2400000.0,0.0,401760.0
Kellen Winslow,TE,CLE,CLE,TE,16.0,3607659.0,547450.0,542500.0,0.0,4950.0
Eddie Kennison,WR,KC,KC,WR,16.0,3583333.0,2100000.0,2050000.0,0.0,50000.0
Raheem Brock,DT,IND,IND,DT,16.0,3554840.0,9954840.0,1950000.0,8000000.0,4840.0
Brian Simmons,LB,CIN,CIN,LB,11.0,3540000.0,2940000.0,2840000.0,0.0,100000.0
Mike Vrabel,LB,NE,NE,LB,16.0,3533940.0,2000440.0,1500000.0,0.0,500440.0
Jason Ferguson,DT,DAL,DAL,DT,16.0,3504620.0,1879620.0,1875000.0,0.0,4620.0
DeShaun Foster,RB,CAR,CAR,RB,14.0,3504290.0,5504290.0,1000000.0,3000000.0,1504290.0
La'Roi Glover,DT,STL,STL,DT,16.0,3504180.0,5504180.0,2500000.0,3000000.0,4180.0
Dennis Northcutt,WR,CLE,CLE,WR,13.0,3500000.0,2750000.0,1000000.0,0.0,1750000.0
Brandon Stokley,WR,IND,IND,WR,4.0,3456613.0,4505280.0,1500000.0,0.0,3005280.0
Antonio Bryant,WR,SF,SF,WR,14.0,3452941.0,6452941.0,1250000.0,4000000.0,1350000.0
Clark Haggans,LB,PIT,PIT,LB,15.0,3439306.0,2202640.0,2200000.0,0.0,2640.0
Shaud Williams,RB,BUF,BUF,RB,5.0,3429290.0,429290.0,425000.0,0.0,4290.0
Eric Barton,LB,NYJ,NYJ,LB,16.0,3415000.0,2500000.0,1000000.0,0.0,1500000.0
Deon Grant,S,JAX,JAX,S,16.0,3387734.0,2554400.0,2350000.0,0.0,204400.0
Abram Elam,S,DAL,DAL,S,15.0,3379840.0,279840.0,275000.0,0.0,4840.0
Deion Branch,WR,SEA,SEA,WR,14.0,3376471.0,8976471.0,2100000.0,7000000.0,0.0
