name,pos,team,team,pos,g,salcap,salt,salb,salsb,salob
Adalius Thomas,LB,NE,NE,LB,9.0,5406720.0,1006720.0,900000.0,1.2E7,106720.0
Chike Okeafor,DE,ARI,ARI,DE,16.0,5404440.0,4504440.0,4500000.0,4500000.0,4440.0
Casey Hampton,NT,PIT,PIT,NT,13.0,5378043.0,4100960.0,1800000.0,2000000.0,300960.0
Madieu Williams,S,MIN,MIN,S,9.0,5371666.0,8705000.0,605000.0,4000000.0,4100000.0
Shaun Ellis,DE,NYJ,NYJ,DE,16.0,5302059.0,3077059.0,3077059.0,0.0,0.0
Antonio Pierce,LB,NYG,NYG,LB,15.0,5300000.0,4000000.0,4000000.0,3250000.0,0.0
Trevor Pryce,DT,BAL,BAL,DT,16.0,5250240.0,3000240.0,3000000.0,5000000.0,240.0
Nathan Vasher,CB,CHI,CHI,CB,8.0,5216666.0,3300000.0,750000.0,1.15E7,2550000.0
Amani Toomer,WR,NYG,NYG,WR,16.0,5200120.0,3800120.0,3100000.0,0.0,700120.0
Al Harris,CB,GB,GB,CB,12.0,5181720.0,4306720.0,2850000.0,0.0,1456720.0
Aaron Kampman,DE,GB,GB,DE,16.0,5106720.0,3106720.0,2900000.0,8000000.0,206720.0
Ronald Curry,WR,OAK,OAK,WR,13.0,5102520.0,4502520.0,2000000.0,3000000.0,2502520.0
Rocky Bernard,DT,SEA,SEA,DT,15.0,5066626.0,3539420.0,2937500.0,0.0,601920.0
Reggie Bush,RB,NO,NO,RB,10.0,5053960.0,7053960.0,1550000.0,4000000.0,1503960.0
Tony Gonzalez,TE,KC,KC,TE,16.0,5032215.0,1500840.0,1000000.0,1.0E7,500840.0
Jeff Garcia,QB,TB,TB,QB,12.0,5005280.0,5255280.0,2000000.0,3000000.0,3255280.0
Roderick Hood,CB,ARI,ARI,CB,15.0,5002520.0,4502520.0,4500000.0,2500000.0,2520.0
Chris Kelsay,DE,BUF,BUF,DE,16.0,5000000.0,3000000.0,1400000.0,8000000.0,1600000.0
Gerard Warren,DT,OAK,OAK,DT,16.0,5000000.0,5000000.0,4000000.0,0.0,1000000.0
Jerry Porter,WR,JAX,JAX,WR,10.0,5000000.0,7500000.0,900000.0,3000000.0,3600000.0
Fred Taylor,RB,JAX,JAX,RB,13.0,5000000.0,5200000.0,4000000.0,0.0,1200000.0
Cory Redding,DT,DET,DET,DT,13.0,4983333.0,3150000.0,2900000.0,1.1E7,250000.0
Charles Woodson,CB,GB,GB,CB,16.0,4944220.0,4356720.0,3250000.0,4000000.0,1106720.0
Mike Peterson,LB,JAX,JAX,LB,15.0,4939575.0,4606240.0,3000000.0,2000000.0,1606240.0
JaMarcus Russell,QB,OAK,OAK,QB,15.0,4851025.0,1.68724E7,370000.0,0.0,1.65024E7
Donnie Edwards,LB,KC,KC,LB,7.0,4835852.0,3752520.0,3250000.0,2000000.0,502520.0
A.J. Hawk,LB,GB,GB,LB,16.0,4827970.0,3656720.0,1950000.0,0.0,1706720.0
David Thornton,LB,TEN,TEN,LB,15.0,4806240.0,3506240.0,2900000.0,7000000.0,606240.0
Frank Gore,RB,SF,SF,RB,14.0,4795000.0,2662000.0,2562000.0,6500000.0,100000.0
Aaron Smith,DE,PIT,PIT,DE,16.0,4755760.0,3255760.0,3150000.0,8000000.0,105760.0
Drew Bennett,WR,STL,STL,WR,1.0,4755160.0,3505160.0,2500000.0,7500000.0,1005160.0
Adrian Wilson,S,ARI,ARI,S,15.0,4739859.0,4000360.0,4000000.0,4500000.0,360.0
Raheem Brock,DT,IND,IND,DT,16.0,4720480.0,3120480.0,2620000.0,8000000.0,500480.0
John Thornton,DT,CIN,CIN,DT,15.0,4625000.0,4000000.0,3500000.0,3750000.0,500000.0
Vonnie Holliday,DE,MIA,MIA,DE,16.0,4600000.0,3350000.0,1650000.0,5000000.0,1700000.0
Kellen Winslow,TE,CLE,CLE,TE,10.0,4599584.0,5607500.0,4000000.0,0.0,1607500.0
Tony Romo,QB,DAL,DAL,QB,13.0,4574099.0,1.28866E7,605000.0,1.2275E7,6600.0
Ty Warren,DT,NE,NE,DT,13.0,4550510.0,1454680.0,1450000.0,7000000.0,4680.0
Dre' Bly,CB,DEN,DEN,CB,16.0,4550000.0,1.04E7,1000000.0,9000000.0,400000.0
L.J. Smith,TE,PHI,PHI,TE,13.0,4523320.0,4023320.0,4022000.0,0.0,1320.0
La'Roi Glover,DT,STL,STL,DT,16.0,4501920.0,3501920.0,3500000.0,3000000.0,1920.0
Anquan Boldin,WR,ARI,ARI,WR,12.0,4500960.0,2500960.0,2500000.0,5000000.0,960.0
Derrick Burgess,DE,OAK,OAK,DE,10.0,4500000.0,3500000.0,2000000.0,5000000.0,1500000.0
Ahman Green,RB,HOU,HOU,RB,8.0,4450000.0,5000000.0,1800000.0,0.0,3200000.0
Derrick Mason,WR,BAL,BAL,WR,16.0,4401800.0,3001800.0,3000000.0,7000000.0,1800.0
Ryan Grant,RB,GB,GB,RB,16.0,4400720.0,5150720.0,750000.0,0.0,4400720.0
E.J. Henderson,LB,MIN,MIN,LB,4.0,4321305.0,2650000.0,2500000.0,4000000.0,150000.0
Darren Sharper,S,MIN,MIN,S,16.0,4300000.0,4050000.0,3900000.0,1000000.0,150000.0
Roscoe Parrish,WR,BUF,BUF,WR,13.0,4256080.0,3971080.0,520000.0,1100000.0,3451080.0
Reggie Hayward,DE,JAX,JAX,DE,16.0,4250000.0,3500000.0,3500000.0,0.0,0.0
Robert Geathers,DE,CIN,CIN,DE,11.0,4233333.0,2850000.0,2200000.0,1.1E7,650000.0
Antonio Gates,TE,SD,SD,TE,16.0,4200840.0,3000840.0,3000000.0,6000000.0,840.0
Mike Vrabel,LB,NE,NE,LB,16.0,4186840.0,3150840.0,1800000.0,5180000.0,1350840.0
Charles Grant,DE,NO,NO,DE,8.0,4183333.0,9350000.0,750000.0,8000000.0,600000.0
Daniel Graham,TE,DEN,DEN,TE,16.0,4150000.0,900000.0,700000.0,1.0E7,200000.0
Carnell Williams,RB,TB,TB,RB,6.0,4142530.0,3212530.0,2157250.0,2000000.0,1055280.0
Terrence McGee,CB,BUF,BUF,CB,14.0,4125000.0,3350000.0,2750000.0,5000000.0,600000.0
Eric Barton,LB,NYJ,NYJ,LB,16.0,4115000.0,3250000.0,3200000.0,0.0,50000.0
Jason Witten,TE,DAL,DAL,TE,16.0,4110760.0,1910760.0,1905000.0,6000000.0,5760.0
Nick Barnett,LB,GB,GB,LB,9.0,4108571.0,2900000.0,2000000.0,5100000.0,900000.0
Samari Rolle,CB,BAL,BAL,CB,10.0,4100480.0,4200480.0,1400000.0,0.0,2800480.0
Jonathan Vilma,LB,NO,NO,LB,16.0,4097500.0,4197500.0,4097500.0,0.0,100000.0
Willie Parker,RB,PIT,PIT,RB,11.0,4091340.0,3903840.0,2900000.0,3750000.0,1003840.0
Patrick Willis,LB,SF,SF,LB,16.0,4081000.0,2326000.0,370000.0,3000000.0,1956000.0
James Farrior,LB,PIT,PIT,LB,16.0,4061150.0,6802400.0,1800000.0,5000000.0,2400.0
Nate Burleson,WR,SEA,SEA,WR,1.0,4053720.0,3253720.0,3250000.0,0.0,3720.0
Brodrick Bunkley,DT,PHI,PHI,DT,16.0,4012920.0,3077920.0,689000.0,0.0,2388920.0
Chris Hope,S,TEN,TEN,S,16.0,4006242.0,2256240.0,1500000.0,5000010.0,756240.0
Brady Poppinga,LB,GB,GB,LB,16.0,4005710.0,4003960.0,600000.0,0.0,3403960.0
Michael Lewis,S,SF,SF,S,16.0,4005000.0,4005000.0,605000.0,0.0,3400000.0
Jason Ferguson,DT,MIA,MIA,DT,16.0,4004320.0,4004320.0,4000000.0,8125000.0,4320.0
Pisa Tinoisamoa,LB,STL,STL,LB,16.0,4004200.0,3004200.0,3000000.0,5000000.0,4200.0
Kawika Mitchell,LB,BUF,BUF,LB,16.0,4003240.0,4003240.0,1500000.0,0.0,2503240.0
Fred Robbins,DT,NYG,NYG,DT,14.0,4001666.0,3125000.0,2375000.0,0.0,750000.0
Dewayne Robertson,DT,DEN,DEN,DT,15.0,4000000.0,4000000.0,900000.0,0.0,3100000.0
Chad Pennington,QB,MIA,MIA,QB,16.0,4000000.0,5750000.0,3500000.0,0.0,2250000.0
Vince Young,QB,TEN,TEN,QB,3.0,3962524.0,7227520.0,1500000.0,20.0,5727520.0
Dewayne White,DE,DET,DET,DE,12.0,3959990.0,3006240.0,605000.0,1395000.0,1006240.0
Andre' Davis,WR,HOU,HOU,WR,12.0,3956720.0,6506720.0,3100000.0,3400000.0,6720.0
Ronde Barber,CB,TB,TB,CB,16.0,3952400.0,3652400.0,3000000.0,3000000.0,652400.0
Darrelle Revis,CB,NYJ,NYJ,CB,16.0,3935916.0,2670000.0,370000.0,4700500.0,2300000.0
Marcus Trufant,CB,SEA,SEA,CB,16.0,3933332.0,8100000.0,1000000.0,7000000.0,100000.0
Greg Ellis,LB,DAL,DAL,LB,16.0,3929800.0,3579800.0,3325000.0,0.0,254800.0
Jyles Tucker,LB,SD,SD,LB,13.0,3925640.0,4125640.0,370000.0,250000.0,3505640.0
Randy McMichael,TE,STL,STL,TE,4.0,3901440.0,2901440.0,2900000.0,3000000.0,1440.0
Jim Kleinsasser,TE,MIN,MIN,TE,16.0,3850000.0,3000000.0,2400000.0,0.0,600000.0
Kevin Curtis,WR,PHI,PHI,WR,9.0,3833333.0,3700000.0,1900000.0,2000000.0,1800000.0
Cleo Lemon,QB,JAX,JAX,QB,2.0,3811240.0,4311240.0,605000.0,0.0,3706240.0
