name,pos,team,team,pos,g,salcap,salt,salb,salsb,salob
Mike Alstott,RB,TB,TB,RB,16.0,4067626.0,4067626.0,2400000.0,0.0,1000960.0
Ted Johnson,LB,NE,NE,LB,12.0,3976450.0,3976450.0,477000.0,0.0,1128200.0
Orpheus Roye,DE,CLE,CLE,DE,12.0,3950000.0,3950000.0,2600000.0,0.0,100000.0
Johnnie Morton,WR,DET,DET,WR,16.0,3941647.0,3941647.0,2600000.0,0.0,480.0
Travis Hall,DE,ATL,ATL,DE,16.0,3928571.0,3928571.0,2900000.0,0.0,100000.0
Curtis Conway,WR,SD,SD,WR,16.0,3901120.0,3901120.0,2900000.0,0.0,1120.0
Marvin Jones,LB,NYJ,NYJ,LB,16.0,3883333.0,3883333.0,3250000.0,0.0,200000.0
Darrell Russell,DT,OAK,OAK,DT,11.0,3874455.0,3874455.0,1266667.0,3600000.0,1120.0
Stephen Boyd,LB,DET,DET,LB,4.0,3800360.0,3800360.0,2550000.0,0.0,3360.0
Frank Sanders,WR,ARI,ARI,WR,15.0,3800320.0,3800320.0,3100000.0,0.0,320.0
Marcus Robinson,WR,CHI,CHI,WR,5.0,3725000.0,3725000.0,2000000.0,0.0,600000.0
Hugh Douglas,DE,PHI,PHI,DE,15.0,3701200.0,3701200.0,3500000.0,0.0,1200.0
Dan Wilkinson,DT,WAS,WAS,DT,16.0,3687500.0,3687500.0,500000.0,4820000.0,100000.0
Vinny Testaverde,QB,NYJ,NYJ,QB,16.0,3675647.0,3675647.0,477000.0,5123000.0,200000.0
Phil Hansen,DE,BUF,BUF,DE,12.0,3654693.0,3654693.0,1000000.0,0.0,1001360.0
Robert Griffith,S,MIN,MIN,S,10.0,3555000.0,3555000.0,750000.0,3000000.0,0.0
Bobby Taylor,CB,PHI,PHI,CB,16.0,3501120.0,3501120.0,3250000.0,0.0,1120.0
Terance Mathis,WR,ATL,ATL,WR,16.0,3475000.0,3475000.0,2700000.0,0.0,25000.0
Kevin Hardy,LB,JAX,JAX,LB,9.0,3468003.0,3468003.0,477000.0,1743000.0,20000.0
Ray Buchanan,S,ATL,ATL,S,16.0,3433333.0,1.1433333E7,2050000.0,8000000.0,50000.0
Keith Mitchell,LB,NO,NO,LB,15.0,3430000.0,3430000.0,1925000.0,0.0,200000.0
Stephen Davis,RB,WAS,WAS,RB,16.0,3428571.0,3428571.0,1000000.0,0.0,1500000.0
Tim Brown,WR,OAK,OAK,WR,16.0,3418246.0,3418246.0,987686.0,0.0,560.0
Darnay Scott,WR,CIN,CIN,WR,16.0,3400000.0,3400000.0,2050000.0,0.0,150000.0
Terrell Davis,RB,DEN,DEN,RB,8.0,3339438.0,3339438.0,477000.0,1773000.0,754720.0
Ken Irvin,CB,BUF,BUF,CB,14.0,3322080.0,3322080.0,500000.0,0.0,1402080.0
Dexter McCleon,CB,STL,STL,CB,16.0,3250833.0,3250833.0,448000.0,0.0,2496000.0
Aeneas Williams,S,STL,STL,S,16.0,3200560.0,6800560.0,2000000.0,3600000.0,560.0
Charlie Batch,QB,DET,DET,QB,10.0,3192021.0,3192021.0,1340000.0,0.0,4320.0
Keith Hamilton,DT,NYG,NYG,DT,13.0,3157785.0,3157785.0,477000.0,723000.0,500000.0
Troy Vincent,S,PHI,PHI,S,15.0,3100880.0,3100880.0,3100000.0,0.0,880.0
Blaine Bishop,S,TEN,TEN,S,5.0,3075806.0,3075806.0,477000.0,2523000.0,640.0
Eric Allen,CB,OAK,OAK,CB,16.0,3050240.0,3050240.0,1700000.0,1600000.0,240.0
Peter Boulware,LB,BAL,BAL,LB,16.0,3000640.0,3000640.0,1600000.0,0.0,640.0
Ashley Ambrose,CB,ATL,ATL,CB,16.0,3000000.0,3000000.0,1450000.0,0.0,50000.0
Chad Bratzke,DE,IND,IND,DE,15.0,2987380.0,2987380.0,500000.0,3250000.0,2880.0
Donnie Edwards,LB,KC,KC,LB,16.0,2969423.0,2969423.0,500000.0,3800000.0,1840.0
Jimmy Smith,WR,JAX,JAX,WR,16.0,2937093.0,2937093.0,500000.0,4400000.0,3760.0
Eddie George,RB,TEN,TEN,RB,16.0,2924734.0,2924734.0,587000.0,0.0,4400.0
LaVar Arrington,LB,WAS,WAS,LB,14.0,2913927.0,2913927.0,300000.0,0.0,502320.0
Sam Shade,S,WAS,WAS,S,16.0,2896333.0,2896333.0,477000.0,3323000.0,200000.0
Marvin Harrison,WR,IND,IND,WR,16.0,2885230.0,2885230.0,500000.0,0.0,640.0
Keith McKenzie,DE,CLE,CLE,DE,7.0,2875000.0,2875000.0,1600000.0,0.0,50000.0
Jason Gildon,DE,PIT,PIT,DE,16.0,2866020.0,2866020.0,2100000.0,0.0,3520.0
Jamir Miller,LB,CLE,CLE,LB,16.0,2854500.0,4063000.0,1466667.0,1208500.0,25000.0
Dorsey Levens,RB,GB,GB,RB,15.0,2800880.0,2800880.0,900000.0,0.0,500880.0
Ed McDaniel,LB,MIN,MIN,LB,14.0,2789000.0,2789000.0,477000.0,500000.0,0.0
Derrick Alexander,WR,KC,KC,WR,13.0,2778749.0,2778749.0,500000.0,2397500.0,500000.0
Randy Moss,WR,MIN,MIN,WR,16.0,2776666.0,2776666.0,500000.0,1.0E7,110000.0
Jeff Blake,QB,NO,NO,QB,1.0,2773480.0,2773480.0,500000.0,2000000.0,156814.0
Marcus Jones,DE,TB,TB,DE,15.0,2752240.0,2752240.0,500000.0,0.0,1502240.0
Tony Brackens,DE,JAX,JAX,DE,12.0,2716666.0,2716666.0,500000.0,1500000.0,50000.0
Luther Elliss,DT,DET,DET,DT,14.0,2706130.0,2706130.0,477000.0,3323000.0,1120.0
Herman Moore,WR,DET,DET,WR,3.0,2700737.0,2700737.0,500000.0,0.0,352320.0
Gerard Warren,DT,CLE,CLE,DT,15.0,2681666.0,1.1581666E7,198333.0,8900000.0,1000000.0
Terry Glenn,WR,NE,NE,WR,4.0,2656845.0,2656845.0,346667.0,0.0,55200.0
Rodney Harrison,S,SD,SD,S,14.0,2647893.0,2647893.0,1700000.0,0.0,560.0
Ed McCaffrey,WR,DEN,DEN,WR,1.0,2645177.0,2645177.0,2000000.0,0.0,2800.0
Ike Hilliard,WR,NYG,NYG,WR,14.0,2639680.0,2639680.0,681667.0,0.0,681666.0
Derrick Brooks,LB,TB,TB,LB,16.0,2636213.0,2636213.0,500000.0,8000000.0,2880.0
Dewayne Washington,CB,PIT,PIT,CB,16.0,2603200.0,2603200.0,1000000.0,5250000.0,3200.0
John Lynch,S,TB,TB,S,16.0,2585573.0,2585573.0,1000000.0,0.0,652240.0
Kimo von Oelhoffen,DT,PIT,PIT,DT,15.0,2580120.0,2580120.0,1500000.0,0.0,155120.0
Muhsin Muhammad,WR,CAR,CAR,WR,11.0,2578117.0,4278117.0,500000.0,1700000.0,100000.0
Donovan McNabb,QB,PHI,PHI,QB,16.0,2577902.0,2577902.0,389000.0,0.0,1760.0
Sammy Knight,S,NO,NO,S,16.0,2575000.0,2575000.0,1925000.0,0.0,250000.0
Tim Biakabutuka,RB,CAR,CAR,RB,5.0,2571668.0,2571668.0,1387000.0,0.0,514.0
Brian Griese,QB,DEN,DEN,QB,15.0,2554000.0,1.5154E7,450000.0,1.26E7,4000.0
Jeff Graham,WR,SD,SD,WR,14.0,2510880.0,3230880.0,800000.0,720000.0,500880.0
Eric Moulds,WR,BUF,BUF,WR,16.0,2503200.0,2503200.0,500000.0,1.2E7,3200.0
John Randle,DT,SEA,SEA,DT,15.0,2501600.0,7501600.0,1500000.0,5000000.0,1600.0
Michael Vick,QB,ATL,ATL,QB,8.0,2500000.0,5500000.0,2000000.0,3000000.0,0.0
Trent Green,QB,KC,KC,QB,16.0,2500000.0,2500000.0,2400000.0,0.0,100000.0
Wesley Walls,TE,CAR,CAR,TE,14.0,2494158.0,2494158.0,477000.0,1423000.0,103074.0
Tim Hauck,S,PHI,PHI,S,16.0,2477000.0,2477000.0,477000.0,0.0,0.0
Darrell Green,CB,WAS,WAS,CB,16.0,2471346.0,2471346.0,1500000.0,0.0,4680.0
Duce Staley,RB,PHI,PHI,RB,13.0,2468346.0,2468346.0,1700000.0,0.0,501680.0
Trevor Pryce,DT,DEN,DEN,DT,16.0,2462586.0,2462586.0,450000.0,106000.0,3920.0
John Mobley,LB,DEN,DEN,LB,16.0,2454560.0,9954560.0,600000.0,7500000.0,604560.0
Rob Fredrickson,LB,ARI,ARI,LB,15.0,2454160.0,2454160.0,1975000.0,0.0,4160.0
Bernardo Harris,LB,GB,GB,LB,16.0,2448796.0,2448796.0,1000000.0,3125000.0,880.0
Bryant Westbrook,CB,DET,DET,CB,10.0,2448699.0,2448699.0,1505939.0,0.0,1760.0
Terrell Owens,WR,SF,SF,WR,16.0,2438235.0,2438235.0,477000.0,3292842.0,0.0
Shawn Jefferson,WR,ATL,ATL,WR,16.0,2400000.0,2400000.0,1400000.0,0.0,100000.0
Wayne Chrebet,WR,NYJ,NYJ,WR,15.0,2391833.0,2391833.0,477000.0,1723000.0,200000.0
Allen Aldridge,LB,DET,DET,LB,16.0,2371626.0,2371626.0,1200000.0,0.0,4960.0
Keyshawn Johnson,WR,TB,TB,WR,15.0,2357142.0,2357142.0,500000.0,0.0,0.0
Mark Bruener,TE,PIT,PIT,TE,9.0,2349713.0,2349713.0,477000.0,1823000.0,2880.0
Ted Washington,DT,CHI,CHI,DT,16.0,2334213.0,4834213.0,1350000.0,2500000.0,150880.0
Peter Warrick,WR,CIN,CIN,WR,16.0,2310000.0,2310000.0,400000.0,0.0,700000.0
Ellis Johnson,DT,IND,IND,DT,16.0,2306786.0,2306786.0,500000.0,2900000.0,5120.0
Gary Walker,DE,JAX,JAX,DE,16.0,2303520.0,2303520.0,500000.0,2550000.0,3520.0
Santana Dotson,DT,GB,GB,DT,16.0,2300880.0,2300880.0,500000.0,1500000.0,880.0
Kyle Brady,TE,JAX,JAX,TE,16.0,2296520.0,2296520.0,477000.0,1923000.0,3520.0
LeRoy Butler,S,GB,GB,S,9.0,2293737.0,2293737.0,1310000.0,0.0,880.0
Joey Galloway,WR,DAL,DAL,WR,16.0,2285714.0,2285714.0,500000.0,0.0,0.0
Brian Dawkins,S,PHI,PHI,S,15.0,2277786.0,2277786.0,1360000.0,0.0,501120.0
Brady Smith,DE,ATL,ATL,DE,15.0,2275000.0,2275000.0,1625000.0,0.0,25000.0
Kurt Warner,QB,STL,STL,QB,16.0,2269977.0,2269977.0,418000.0,1042000.0,105120.0
Amani Toomer,WR,NYG,NYG,WR,16.0,2264573.0,2264573.0,500000.0,3600000.0,2240.0
Tim Bowens,DT,MIA,MIA,DT,15.0,2253200.0,2253200.0,1500000.0,1500000.0,3200.0
Greg Biekert,LB,OAK,OAK,LB,16.0,2252079.0,2252079.0,1400000.0,0.0,2080.0
Shawn Springs,CB,SEA,SEA,CB,8.0,2245404.0,2245404.0,1244444.0,0.0,960.0
Bill Romanowski,LB,DEN,DEN,LB,16.0,2244098.0,2244098.0,1500000.0,0.0,0.0
Akili Smith,QB,CIN,CIN,QB,2.0,2243548.0,2243548.0,389000.0,0.0,3120.0
Randall Godfrey,LB,TEN,TEN,LB,14.0,2235390.0,2235390.0,477000.0,3023000.0,2640.0
Isaac Bruce,WR,STL,STL,WR,16.0,2220709.0,2220709.0,550000.0,0.0,50000.0
John Parrella,DT,SD,SD,DT,16.0,2201200.0,2201200.0,1800000.0,0.0,1200.0
Christian Fauria,TE,SEA,SEA,TE,16.0,2186533.0,2186533.0,1000000.0,0.0,603200.0
Sam Madison,CB,MIA,MIA,CB,13.0,2185931.0,2185931.0,448000.0,2252000.0,57000.0
Levon Kirkland,LB,SEA,SEA,LB,16.0,2167626.0,4467626.0,1400000.0,2300000.0,960.0
Corey Simon,DT,PHI,PHI,DT,16.0,2158750.0,2158750.0,298000.0,0.0,70750.0
Ray Mickens,CB,NYJ,NYJ,CB,16.0,2151573.0,2151573.0,500000.0,0.0,1000000.0
Bruce Smith,DE,WAS,WAS,DE,14.0,2145490.0,2145490.0,477000.0,3273000.0,240.0
Rob Burnett,DE,BAL,BAL,DE,13.0,2125320.0,2125320.0,500000.0,1500000.0,320.0
Shannon Sharpe,TE,BAL,BAL,TE,16.0,2125080.0,2125080.0,500000.0,1500000.0,80.0
Keenan McCardell,WR,JAX,JAX,WR,16.0,2118360.0,2118360.0,500000.0,3000000.0,3360.0
Tony Williams,DT,CIN,CIN,DT,13.0,2100720.0,6100720.0,1100000.0,4000000.0,720.0
James Farrior,LB,NYJ,NYJ,LB,16.0,2093976.0,2093976.0,1286836.0,0.0,3040.0
Chad Cota,S,IND,IND,S,16.0,2093000.0,2093000.0,477000.0,1773000.0,50000.0
Chris Claiborne,LB,DET,DET,LB,16.0,2092647.0,2092647.0,1390000.0,0.0,150000.0
David Sloan,TE,DET,DET,TE,15.0,2058857.0,2058857.0,1700000.0,0.0,1760.0
Tory James,CB,OAK,OAK,CB,16.0,2053360.0,2053360.0,1750000.0,0.0,3360.0
Brad Johnson,QB,TB,TB,QB,16.0,2053200.0,8553200.0,750000.0,6500000.0,3200.0
Daryl Gardener,DT,MIA,MIA,DT,8.0,2043616.0,2043616.0,477000.0,3742998.0,30000.0
John Thierry,LB,GB,GB,LB,12.0,2020640.0,2020640.0,1000000.0,0.0,520640.0
Orlando Thomas,S,MIN,MIN,S,13.0,2018509.0,2018509.0,477000.0,623000.0,5000.0
Torry Holt,WR,STL,STL,WR,16.0,2004000.0,2004000.0,874000.0,0.0,50000.0
Hardy Nickerson,LB,JAX,JAX,LB,15.0,2003760.0,2003760.0,500000.0,3500000.0,3760.0
Ronald McKinnon,LB,ARI,ARI,LB,16.0,2001920.0,2001920.0,1500000.0,0.0,1920.0
Mark Fields,LB,STL,STL,LB,14.0,2001920.0,4001920.0,1000000.0,2000000.0,1920.0
Marcellus Wiley,DE,SD,SD,DE,14.0,2000960.0,1.100096E7,500000.0,9000000.0,960.0
