name,pos,team,team,pos,g,salcap,salt,salb,salsb,salob
Ray Buchanan,S,ATL,ATL,S,15.0,5533333.0,4200000.0,0.0,4150000.0,50000.0
Drew Bledsoe,QB,BUF,BUF,QB,16.0,5502800.0,5502800.0,3400000.0,2000000.0,102800.0
Kerry Collins,QB,NYG,NYG,QB,13.0,5454800.0,3504800.0,3500000.0,0.0,4800.0
Chad Bratzke,DE,IND,IND,DE,16.0,5438500.0,5251500.0,655000.0,4595000.0,1500.0
Courtney Brown,DE,CLE,CLE,DE,13.0,5383000.0,3700000.0,2500000.0,0.0,1200000.0
Travis Hall,DE,ATL,ATL,DE,15.0,5378571.0,3200000.0,3100000.0,0.0,100000.0
Joe Horn,WR,NO,NO,WR,15.0,5312500.0,7500000.0,700000.0,5100000.0,1700000.0
Brad Johnson,QB,TB,TB,QB,16.0,5302000.0,8502000.0,2500000.0,6000000.0,2000.0
Dewayne Washington,CB,PIT,PIT,CB,16.0,5265300.0,3752800.0,3750000.0,0.0,2800.0
Keyshawn Johnson,WR,TB,TB,WR,10.0,5177542.0,5000400.0,2900000.0,2100000.0,400.0
Brian Urlacher,LB,CHI,CHI,LB,16.0,5150242.0,1.50556E7,1050000.0,1.3E7,1005600.0
Michael Vick,QB,ATL,ATL,QB,5.0,5146357.0,3503500.0,2000000.0,1400000.0,103500.0
Corey Dillon,RB,CIN,CIN,RB,13.0,5100000.0,3000000.0,2900000.0,0.0,100000.0
LaVar Arrington,LB,WAS,WAS,LB,16.0,5007494.0,4651200.0,450000.0,4200000.0,1200.0
John Lynch,S,TB,TB,S,14.0,4936733.0,4003400.0,3000000.0,0.0,1003400.0
Chad Brown,LB,SEA,SEA,LB,14.0,4917466.0,4000800.0,1500000.0,0.0,2500800.0
Jevon Kearse,DE,TEN,TEN,DE,14.0,4873500.0,4103500.0,4000000.0,0.0,103500.0
Daunte Culpepper,QB,MIN,MIN,QB,14.0,4868571.0,1.244E7,1540000.0,1.0E7,900000.0
Bruce Smith,DE,WAS,WAS,DE,16.0,4839915.0,2665714.0,1665714.0,0.0,1000000.0
Curtis Martin,RB,NYJ,NYJ,RB,16.0,4787346.0,4175700.0,655000.0,2870700.0,650000.0
Fred Robbins,DT,MIN,MIN,DT,16.0,4700650.0,4454400.0,450000.0,4000000.0,4400.0
Steve McNair,QB,TEN,TEN,QB,14.0,4672616.0,5252200.0,655000.0,4595000.0,2200.0
Jerome Woods,S,KC,KC,S,16.0,4604166.0,2962500.0,2600000.0,0.0,362500.0
Mo Lewis,LB,NYJ,NYJ,LB,15.0,4600000.0,3100000.0,1850000.0,0.0,1250000.0
Chad Scott,CB,PIT,PIT,CB,12.0,4560000.0,3660000.0,3460000.0,0.0,200000.0
Orpheus Roye,DE,CLE,CLE,DE,16.0,4537500.0,3100000.0,1750000.0,0.0,1350000.0
Vinny Testaverde,QB,NYJ,NYJ,QB,7.0,4522447.0,1003800.0,1000000.0,0.0,3800.0
Greg Ellis,LB,DAL,DAL,LB,16.0,4480818.0,6945215.0,2741215.0,4200000.0,4000.0
Troy Vincent,S,PHI,PHI,S,13.0,4400700.0,4400700.0,4400000.0,0.0,700.0
Bobby Taylor,CB,PHI,PHI,CB,7.0,4350000.0,4100000.0,4100000.0,0.0,0.0
Michael Strahan,DE,NYG,NYG,DE,16.0,4332185.0,2103900.0,2000000.0,0.0,103900.0
John Mobley,LB,DEN,DEN,LB,8.0,4250000.0,3000000.0,2200000.0,0.0,800000.0
Seth Payne,DT,HOU,HOU,DT,2.0,4180600.0,4005600.0,3000000.0,0.0,1005600.0
Amani Toomer,WR,NYG,NYG,WR,16.0,4178900.0,3428900.0,1725000.0,1200000.0,503900.0
Patrick Kerney,DE,ATL,ATL,DE,16.0,4158285.0,2640000.0,2490000.0,0.0,150000.0
Charlie Garner,RB,OAK,OAK,RB,14.0,4152000.0,3652000.0,3352000.0,0.0,300000.0
Champ Bailey,CB,WAS,WAS,CB,16.0,4107666.0,2103000.0,2003000.0,0.0,100000.0
Jason Gildon,DE,PIT,PIT,DE,16.0,4101332.0,2802400.0,2300000.0,0.0,502400.0
Warrick Holdman,LB,CHI,CHI,LB,13.0,4055000.0,3555000.0,550000.0,0.0,3005000.0
Ahman Green,RB,GB,GB,RB,16.0,4053200.0,2803200.0,2800000.0,0.0,3200.0
John Randle,DT,SEA,SEA,DT,16.0,4000800.0,3000800.0,2000000.0,0.0,1000800.0
Jerome Bettis,RB,PIT,PIT,RB,16.0,3990000.0,2990000.0,2750000.0,0.0,240000.0
Kevin Carter,DE,TEN,TEN,DE,16.0,3979603.0,3504600.0,1200000.0,2300000.0,4600.0
Samari Rolle,CB,TEN,TEN,CB,13.0,3847235.0,5253900.0,530000.0,4720000.0,3900.0
Charles Woodson,CB,OAK,OAK,CB,15.0,3820833.0,2487500.0,2412500.0,0.0,75000.0
Derrick Brooks,LB,TB,TB,LB,16.0,3815183.0,4753100.0,655000.0,4095000.0,3100.0
Greg Biekert,LB,MIN,MIN,LB,16.0,3784133.0,3500800.0,800000.0,0.0,2700800.0
Tony Brackens,DE,JAX,JAX,DE,15.0,3761666.0,1050000.0,1000000.0,0.0,50000.0
Emmitt Smith,RB,ARI,ARI,RB,10.0,3754000.0,5004000.0,2500000.0,2500000.0,4000.0
Aaron Brooks,QB,NO,NO,QB,16.0,3733333.0,7500000.0,1500000.0,5750000.0,250000.0
Edgerrin James,RB,IND,IND,RB,13.0,3704387.0,3010400.0,530000.0,2480000.0,400.0
La'Roi Glover,DT,DAL,DAL,DT,16.0,3679000.0,2479000.0,2475000.0,0.0,4000.0
Ted Johnson,LB,NE,NE,LB,8.0,3642416.0,2204500.0,800000.0,1400000.0,4500.0
Jon Kitna,QB,CIN,CIN,QB,16.0,3626600.0,2626600.0,2625000.0,0.0,1600.0
Tiki Barber,RB,NYG,NYG,RB,16.0,3606633.0,3528300.0,1525000.0,2000000.0,3300.0
Zach Thomas,LB,MIA,MIA,LB,15.0,3569250.0,6655000.0,655000.0,6000000.0,0.0
Jamal Williams,DT,SD,SD,DT,15.0,3557400.0,3246194.0,1863841.0,282353.0,1100000.0
Robert Griffith,S,CLE,CLE,S,16.0,3512500.0,2600000.0,2550000.0,0.0,50000.0
Jason Ferguson,DT,NYJ,NYJ,DT,16.0,3475000.0,4300000.0,0.0,4000000.0,300000.0
Torry Holt,WR,STL,STL,WR,16.0,3445714.0,1.308E7,530000.0,1.25E7,50000.0
Joe Johnson,DE,GB,GB,DE,6.0,3439432.0,2148958.0,2147858.0,0.0,1100.0
Rich Gannon,QB,OAK,OAK,QB,7.0,3430770.0,6502200.0,1500000.0,5000000.0,2200.0
Dexter Coakley,LB,DAL,DAL,LB,16.0,3420666.0,2504000.0,2500000.0,0.0,4000.0
Marcellus Wiley,DE,SD,SD,DE,16.0,3417400.0,5752400.0,530000.0,5220000.0,2400.0
Fred Taylor,RB,JAX,JAX,RB,16.0,3406425.0,8532300.0,530000.0,8000000.0,2300.0
Marty Booker,WR,CHI,CHI,WR,13.0,3385714.0,2600000.0,2500000.0,0.0,100000.0
Kyle Brady,TE,JAX,JAX,TE,16.0,3367250.0,2650000.0,655000.0,1945000.0,50000.0
Simeon Rice,DE,TB,TB,DE,16.0,3355400.0,6655400.0,655000.0,6000000.0,400.0
Tom Brady,QB,NE,NE,QB,16.0,3323450.0,3129700.0,450000.0,2675000.0,4700.0
Dre' Bly,CB,DET,DET,CB,14.0,3304400.0,8504400.0,2000000.0,6500000.0,4400.0
Reggie Tongue,S,SEA,SEA,S,14.0,3300800.0,2600800.0,2000000.0,0.0,600800.0
Peter Warrick,WR,CIN,CIN,WR,15.0,3250000.0,2040000.0,1840000.0,0.0,200000.0
Lawyer Milloy,S,BUF,BUF,S,16.0,3250000.0,7000000.0,2000000.0,5000000.0,0.0
Keith Hamilton,DT,NYG,NYG,DT,15.0,3237910.0,2203125.0,1000000.0,0.0,1203125.0
Pat Williams,DT,BUF,BUF,DT,16.0,3237200.0,2203200.0,2200000.0,0.0,3200.0
Grant Wistrom,DE,STL,STL,DE,16.0,3214666.0,1560000.0,1510000.0,0.0,50000.0
Rod Smith,WR,DEN,DEN,WR,15.0,3214328.0,667900.0,655000.0,0.0,12900.0
Warrick Dunn,RB,ATL,ATL,RB,11.0,3185033.0,2101700.0,2000000.0,0.0,101700.0
Denard Walker,CB,MIN,MIN,CB,16.0,3127300.0,5002300.0,0.0,4000000.0,1002300.0
Kenny Holmes,DE,NYG,NYG,DE,9.0,3102900.0,2002900.0,1500000.0,0.0,502900.0
Darren Sharper,S,GB,GB,S,15.0,3067866.0,3101200.0,1100000.0,2000000.0,1200.0
Jim Kleinsasser,TE,MIN,MIN,TE,16.0,3051100.0,3051100.0,0.0,3050000.0,1100.0
Donovin Darius,S,JAX,JAX,S,16.0,3044200.0,3044200.0,0.0,3043000.0,1200.0
LaDainian Tomlinson,RB,SD,SD,RB,16.0,3004000.0,2004000.0,0.0,1500000.0,504000.0
Tony Williams,DT,CIN,CIN,DT,16.0,3001200.0,2001200.0,2000000.0,0.0,1200.0
Kevin Hardy,LB,CIN,CIN,LB,16.0,2975000.0,5600000.0,1850000.0,3500000.0,250000.0
Tim Brown,WR,OAK,OAK,WR,16.0,2969333.0,2756000.0,755000.0,2000000.0,1000.0
Tony Richardson,RB,KC,KC,RB,16.0,2921464.0,2150000.0,2100000.0,0.0,50000.0
Kailee Wong,LB,HOU,HOU,LB,16.0,2905600.0,1855600.0,1850000.0,0.0,5600.0
Tim Dwight,WR,SD,SD,WR,9.0,2903100.0,1903100.0,900000.0,0.0,1003100.0
Tory James,CB,CIN,CIN,CB,16.0,2902400.0,5602400.0,2000000.0,3600000.0,2400.0
Kimo von Oelhoffen,DT,PIT,PIT,DT,16.0,2901600.0,1301600.0,1000000.0,0.0,301600.0
John Thornton,DT,CIN,CIN,DT,16.0,2875000.0,6000000.0,750000.0,3750000.0,1500000.0
Mike Peterson,LB,JAX,JAX,LB,16.0,2865333.0,4532000.0,530000.0,2000000.0,2002000.0
David Carr,QB,HOU,HOU,QB,12.0,2857766.0,3633600.0,550000.0,3080000.0,3600.0
Justin Smith,DE,CIN,CIN,DE,16.0,2850000.0,1330000.0,1330000.0,0.0,0.0
Joey Porter,LB,PIT,PIT,LB,14.0,2834933.0,2001600.0,2000000.0,0.0,1600.0
Darren Woodson,S,DAL,DAL,S,16.0,2804000.0,2004000.0,1000000.0,0.0,1004000.0
Dexter Jackson,S,ARI,ARI,S,16.0,2802000.0,5002000.0,2250000.0,2750000.0,2000.0
Gerard Warren,DT,CLE,CLE,DT,16.0,2755000.0,865000.0,865000.0,0.0,0.0
Mike Green,S,CHI,CHI,S,10.0,2730000.0,4576667.0,4571667.0,0.0,5000.0
Ed McCaffrey,WR,DEN,DEN,WR,12.0,2728110.0,2752400.0,1750000.0,1000000.0,2400.0
Frank Wycheck,TE,TEN,TEN,TE,10.0,2717702.0,1756700.0,755000.0,1000000.0,1700.0
Isaiah Kacyvenski,LB,SEA,SEA,LB,14.0,2709400.0,2709400.0,605000.0,2100000.0,4400.0
Brian Simmons,LB,CIN,CIN,LB,16.0,2700000.0,2100000.0,2000000.0,0.0,100000.0
Garrison Hearst,RB,SF,SF,RB,12.0,2700000.0,2200000.0,2200000.0,0.0,0.0
Kenny Mixon,DE,MIN,MIN,DE,16.0,2681400.0,2001400.0,2000000.0,0.0,1400.0
Trent Green,QB,KC,KC,QB,16.0,2666442.0,659300.0,655000.0,0.0,4300.0
Ricky Williams,RB,MIA,MIA,RB,16.0,2633500.0,2633500.0,2630000.0,0.0,3500.0
Joey Harrington,QB,DET,DET,QB,16.0,2629400.0,6929400.0,300000.0,6625000.0,4400.0
Eric Warfield,CB,KC,KC,CB,15.0,2614285.0,1900000.0,1500000.0,0.0,400000.0
Peter Boulware,LB,BAL,BAL,LB,15.0,2614133.0,7030800.0,530000.0,6500000.0,800.0
Mike Brown,S,CHI,CHI,S,16.0,2577666.0,5573500.0,1500000.0,4000000.0,73500.0
Bryan Robinson,DE,CHI,CHI,DE,16.0,2566666.0,1900000.0,1000000.0,0.0,900000.0
Mike Minter,S,CAR,CAR,S,16.0,2543750.0,3100000.0,600000.0,2400000.0,100000.0
Shaun Williams,S,NYG,NYG,S,10.0,2536637.0,6453900.0,1475000.0,4975000.0,3900.0
Richard Seymour,DT,NE,NE,DT,15.0,2528200.0,984200.0,0.0,980000.0,4200.0
Anthony Simmons,LB,SEA,SEA,LB,13.0,2514632.0,8514632.0,1000000.0,7500000.0,14632.0
Takeo Spikes,LB,BUF,BUF,LB,16.0,2503200.0,1.00032E7,1000000.0,9000000.0,3200.0
Jeff Blake,QB,ARI,ARI,QB,13.0,2503200.0,3503200.0,2000000.0,1500000.0,3200.0
Aeneas Williams,S,STL,STL,S,16.0,2503100.0,3003100.0,2000000.0,1000000.0,3100.0
Chris Claiborne,LB,MIN,MIN,LB,12.0,2502500.0,2502500.0,1500000.0,0.0,1002500.0
Keenan McCardell,WR,TB,TB,WR,16.0,2502100.0,2002100.0,1000000.0,1000000.0,2100.0
Mike Alstott,RB,TB,TB,RB,4.0,2497266.0,1405600.0,1100000.0,300000.0,5600.0
Quentin Jammer,CB,SD,SD,CB,16.0,2492100.0,4854600.0,350000.0,4500000.0,4600.0
Derrick Mason,WR,TEN,TEN,WR,16.0,2486500.0,3504000.0,530000.0,2970000.0,4000.0
Tony Gonzalez,TE,KC,KC,TE,16.0,2481370.0,4950000.0,650000.0,4000000.0,300000.0
Stephen Alexander,TE,SD,SD,TE,3.0,2480200.0,2780200.0,0.0,2775000.0,5200.0
Julius Peppers,DE,CAR,CAR,DE,16.0,2475000.0,5300000.0,0.0,5150000.0,150000.0
Duce Staley,RB,PHI,PHI,RB,16.0,2466666.0,2200000.0,2200000.0,0.0,0.0
Daylon McCutcheon,CB,CLE,CLE,CB,15.0,2454100.0,1754100.0,1750000.0,0.0,4100.0
Troy Brown,WR,NE,NE,WR,12.0,2451433.0,810600.0,755000.0,0.0,55600.0
Nate Wayne,LB,PHI,PHI,LB,16.0,2446600.0,4531600.0,530000.0,2780000.0,1221600.0
Corey Simon,DT,PHI,PHI,DT,16.0,2436950.0,646950.0,450000.0,0.0,196950.0
Mike Rucker,DE,CAR,CAR,DE,14.0,2404000.0,2550000.0,530000.0,1370000.0,650000.0
London Fletcher,LB,BUF,BUF,LB,16.0,2400000.0,1600000.0,1500000.0,0.0,100000.0
John Parrella,DT,OAK,OAK,DT,5.0,2395866.0,2004200.0,1500000.0,500000.0,4200.0
Laveranues Coles,WR,WAS,WAS,WR,16.0,2384842.0,1.35277E7,525000.0,1.3E7,2700.0
Kordell Stewart,QB,CHI,CHI,QB,9.0,2380600.0,3255600.0,1450000.0,1750000.0,55600.0
Wayne Chrebet,WR,NYJ,NYJ,WR,7.0,2358297.0,1500000.0,1500000.0,0.0,0.0
Anthony McFarland,DT,TB,TB,DT,16.0,2344700.0,6534700.0,530000.0,6000000.0,4700.0
Adam Vinatieri,K,NE,NE,K,16.0,2320676.0,1654500.0,0.0,1400000.0,254500.0
Antowain Smith,RB,NE,NE,RB,13.0,2305600.0,2005600.0,1400000.0,500000.0,105600.0
Aaron Smith,DE,PIT,PIT,DE,16.0,2295466.0,2754800.0,530000.0,1720000.0,504800.0
Drew Brees,QB,SD,SD,QB,11.0,2291500.0,1984000.0,980000.0,0.0,1004000.0
Todd Pinkston,WR,PHI,PHI,WR,16.0,2287966.0,4436300.0,619500.0,2890000.0,926800.0
