name,pos,team,team,pos,g,salcap,salt,salb,salsb,salob
John Abraham,DE,NYJ,NYJ,DE,16.0,6666000.0,6666000.0,6666000.0,0.0,0.0
Marcus Stroud,DT,JAX,JAX,DT,16.0,6622000.0,1.064E7,540000.0,6500000.0,3600000.0
Shaun Alexander,RB,SEA,SEA,RB,16.0,6323000.0,6323000.0,6323000.0,0.0,0.0
Trevor Pryce,DT,DEN,DEN,DT,16.0,6266666.0,4500000.0,3000000.0,0.0,1500000.0
Rudi Johnson,RB,CIN,CIN,RB,16.0,6250000.0,1.025E7,1800000.0,5000000.0,3450000.0
Antoine Winfield,CB,MIN,MIN,CB,16.0,6250000.0,6250000.0,600000.0,0.0,5650000.0
Matt Hasselbeck,QB,SEA,SEA,QB,16.0,6205280.0,1.900528E7,2000000.0,1.6E7,1005280.0
Sam Madison,CB,MIA,MIA,CB,15.0,6180931.0,3500000.0,3420000.0,0.0,80000.0
Pat Williams,DT,MIN,MIN,DT,16.0,6166666.0,7500000.0,1400000.0,2000000.0,4100000.0
Brian Urlacher,LB,CHI,CHI,LB,16.0,6150510.0,4300000.0,1250000.0,0.0,3050000.0
Chad Pennington,QB,NYJ,NYJ,QB,3.0,6000000.0,3000000.0,1000000.0,2000000.0,0.0
Carson Palmer,QB,CIN,CIN,QB,16.0,5982758.0,3750000.0,3750000.0,0.0,0.0
Patrick Kerney,DE,ATL,ATL,DE,16.0,5914285.0,4700000.0,4450000.0,0.0,250000.0
Zach Thomas,LB,MIA,MIA,LB,14.0,5837000.0,3500000.0,3500000.0,0.0,0.0
Andre Carter,DE,SF,SF,DE,16.0,5822789.0,3501540.0,3500000.0,0.0,1540.0
Mike Rucker,DE,CAR,CAR,DE,15.0,5724000.0,3800000.0,3150000.0,0.0,650000.0
Amani Toomer,WR,NYG,NYG,WR,16.0,5717750.0,2242750.0,1990000.0,0.0,252750.0
Ahman Green,RB,GB,GB,RB,5.0,5628960.0,4378960.0,4375000.0,0.0,3960.0
Jamal Lewis,RB,BAL,BAL,RB,15.0,5594127.0,3833760.0,3582000.0,0.0,251760.0
Curtis Martin,RB,NYJ,NYJ,RB,12.0,5590354.0,3683333.0,3683333.0,0.0,0.0
Rod Smith,WR,DEN,DEN,WR,16.0,5557238.0,5010810.0,3500000.0,1500000.0,10810.0
LaVar Arrington,LB,WAS,WAS,LB,13.0,5540980.0,540000.0,540000.0,0.0,0.0
Takeo Spikes,LB,BUF,BUF,LB,3.0,5400000.0,3600000.0,3500000.0,0.0,100000.0
Jimmy Smith,WR,JAX,JAX,WR,16.0,5374333.0,3625000.0,3525000.0,0.0,100000.0
Dre' Bly,CB,DET,DET,CB,12.0,5304400.0,4004400.0,4000000.0,0.0,4400.0
Eric Moulds,WR,BUF,BUF,WR,15.0,5266666.0,6600000.0,1500000.0,5000000.0,100000.0
Richard Seymour,DT,NE,NE,DT,12.0,5265320.0,4571320.0,2870000.0,1700000.0,1320.0
La'Roi Glover,DT,DAL,DAL,DT,16.0,5204840.0,4004840.0,3000000.0,0.0,1004840.0
Orpheus Roye,DE,CLE,CLE,DE,16.0,5187500.0,3750000.0,2250000.0,0.0,1500000.0
Kenard Lang,DE,CLE,CLE,DE,16.0,5154362.0,3800000.0,3700000.0,0.0,100000.0
Ronde Barber,CB,TB,TB,CB,16.0,5116310.0,3752310.0,3750000.0,0.0,2310.0
Aaron Smith,DE,PIT,PIT,DE,16.0,5115066.0,3754400.0,3750000.0,0.0,4400.0
Tiki Barber,RB,NYG,NYG,RB,16.0,5082293.0,6003960.0,2000000.0,4000000.0,3960.0
Keith Brooking,LB,ATL,ATL,LB,16.0,5067226.0,3450000.0,3200000.0,0.0,250000.0
Jevon Kearse,DE,PHI,PHI,DE,15.0,5015000.0,3015000.0,890000.0,0.0,2125000.0
Bertrand Berry,DE,ARI,ARI,DE,8.0,5004730.0,4004730.0,4000000.0,0.0,4730.0
Leonard Little,DE,STL,STL,DE,14.0,5000000.0,4000000.0,2900000.0,0.0,1100000.0
Tony Gonzalez,TE,KC,KC,TE,16.0,4931370.0,3400000.0,3000000.0,0.0,400000.0
Joey Porter,LB,PIT,PIT,LB,16.0,4888403.0,3501320.0,3500000.0,0.0,1320.0
Philip Rivers,QB,SD,SD,QB,2.0,4859840.0,6934840.0,305000.0,6625000.0,4840.0
Donnie Edwards,LB,SD,SD,LB,16.0,4802310.0,3702310.0,3000000.0,0.0,702310.0
Joe Horn,WR,NO,NO,WR,13.0,4767200.0,8667200.0,665000.0,7000000.0,1002200.0
Priest Holmes,RB,KC,KC,RB,7.0,4720804.0,2740000.0,2415000.0,0.0,325000.0
Muhsin Muhammad,WR,CHI,CHI,WR,15.0,4618740.0,9335407.0,1331667.0,6000000.0,2003740.0
Donovin Darius,S,JAX,JAX,S,2.0,4595640.0,4970640.0,670000.0,500000.0,3800640.0
Chike Okeafor,DE,ARI,ARI,DE,16.0,4401210.0,8001210.0,3500000.0,4500000.0,1210.0
Grant Wistrom,DE,SEA,SEA,DE,16.0,4336413.0,2003080.0,2000000.0,0.0,3080.0
Darren Sharper,S,MIN,MIN,S,14.0,4250000.0,5000000.0,900000.0,1000000.0,3100000.0
Ben Roethlisberger,QB,PIT,PIT,QB,12.0,4225090.0,9498840.0,305000.0,7237500.0,1956340.0
Mike Vrabel,LB,NE,NE,LB,16.0,4204160.0,6850660.0,670000.0,5180000.0,1000660.0
Shaun Williams,S,NYG,NYG,S,8.0,4177831.0,1254620.0,750000.0,500000.0,4620.0
Sam Adams,DT,BUF,BUF,DT,14.0,4125000.0,3750000.0,2000000.0,0.0,1750000.0
Sean Taylor,S,WAS,WAS,S,15.0,4121250.0,4930000.0,305000.0,4475000.0,150000.0
Gary Walker,DE,HOU,HOU,DE,11.0,4039493.0,2206160.0,2200000.0,0.0,6160.0
Marshall Faulk,RB,STL,STL,RB,16.0,4029066.0,4001210.0,1900000.0,2000000.0,101210.0
Julius Peppers,DE,CAR,CAR,DE,16.0,4007500.0,6315000.0,455000.0,5710000.0,150000.0
Lawyer Milloy,S,BUF,BUF,S,16.0,4004510.0,2754510.0,1000000.0,0.0,1754510.0
Kurt Warner,QB,ARI,ARI,QB,10.0,4004290.0,4004290.0,2000000.0,0.0,2004290.0
Dennis Northcutt,WR,CLE,CLE,WR,16.0,4000000.0,3250000.0,1000000.0,0.0,2250000.0
Derek Smith,LB,SF,SF,LB,16.0,3952570.0,2501320.0,2000000.0,0.0,501320.0
Roy Williams,WR,DET,DET,WR,13.0,3945000.0,7067500.0,305000.0,6662500.0,100000.0
London Fletcher,LB,BUF,BUF,LB,16.0,3900000.0,3100000.0,3000000.0,0.0,100000.0
Chris McAlister,CB,BAL,BAL,CB,14.0,3872962.0,8465880.0,965000.0,7500000.0,880.0
Warrick Dunn,RB,ATL,ATL,RB,16.0,3863409.0,5003410.0,665000.0,3335000.0,1003410.0
Al Wilson,LB,DEN,DEN,LB,15.0,3852723.0,6769390.0,1365000.0,5000000.0,404390.0
Tony Parrish,S,SF,SF,S,9.0,3833033.0,2502200.0,2000000.0,0.0,502200.0
Shaun Ellis,DE,NYJ,NYJ,DE,13.0,3823333.0,8590000.0,540000.0,7000000.0,1050000.0
Willie McGinest,LB,NE,NE,LB,16.0,3820500.0,2500000.0,2000000.0,0.0,500000.0
Keenan McCardell,WR,SD,SD,WR,16.0,3767876.0,5101210.0,1000000.0,2000000.0,2101210.0
Eli Manning,QB,NYG,NYG,QB,16.0,3760000.0,9305000.0,305000.0,9000000.0,0.0
Jerry Azumah,CB,CHI,CHI,CB,15.0,3754180.0,3254180.0,3000000.0,0.0,254180.0
Dewayne Robertson,DT,NYJ,NYJ,DT,13.0,3751105.0,952000.0,952000.0,0.0,0.0
Charles Rogers,WR,DET,DET,WR,9.0,3733187.0,458187.0,393187.0,0.0,65000.0
Quentin Jammer,CB,SD,SD,CB,16.0,3690030.0,1552530.0,1550000.0,0.0,2530.0
Brian Kelly,CB,TB,TB,CB,16.0,3637213.0,2800880.0,2400000.0,0.0,400880.0
John Thornton,DT,CIN,CIN,DT,16.0,3625000.0,3000000.0,2500000.0,0.0,500000.0
Terence Newman,CB,DAL,DAL,CB,16.0,3606407.0,588337.0,583167.0,0.0,5170.0
Anthony Henry,CB,DAL,DAL,CB,12.0,3604840.0,1.160484E7,600000.0,1.0E7,1004840.0
Ty Law,CB,NYJ,NYJ,CB,16.0,3600000.0,6437500.0,2500000.0,3000000.0,937500.0
Kevan Barlow,RB,SF,SF,RB,12.0,3570840.0,8131400.0,1545000.0,6500000.0,86400.0
Ahmed Plummer,CB,SF,SF,CB,3.0,3564691.0,7064691.0,965000.0,6000000.0,99691.0
Mike Minter,S,CAR,CAR,S,16.0,3543750.0,4100000.0,1000000.0,3000000.0,100000.0
Anthony McFarland,DT,TB,TB,DT,15.0,3512066.0,3006065.0,1408235.0,1592000.0,5830.0
Montae Reagor,DT,IND,IND,DT,13.0,3506333.0,2850000.0,1800000.0,0.0,1050000.0
Tory James,CB,CIN,CIN,CB,16.0,3501320.0,2601320.0,2250000.0,0.0,351320.0
Fred Thomas,CB,NO,NO,CB,16.0,3500000.0,2250000.0,2150000.0,0.0,100000.0
Nate Clements,CB,BUF,BUF,CB,16.0,3485475.0,2626100.0,2500000.0,0.0,126100.0
Steve Smith,WR,CAR,CAR,WR,16.0,3459411.0,1850000.0,1000000.0,0.0,850000.0
Kailee Wong,LB,HOU,HOU,LB,5.0,3420720.0,7030720.0,1200000.0,5825000.0,5720.0
Chad Ochocinco,WR,CIN,CIN,WR,16.0,3419801.0,4850000.0,1000000.0,3500000.0,350000.0
Kerry Collins,QB,OAK,OAK,QB,15.0,3414866.0,6022200.0,765000.0,5255000.0,2200.0
Marvin Harrison,WR,IND,IND,WR,15.0,3400000.0,8000000.0,1000000.0,7000000.0,0.0
Lito Sheppard,CB,PHI,PHI,CB,10.0,3387980.0,532980.0,531000.0,0.0,1980.0
Troy Vincent,S,BUF,BUF,S,16.0,3375000.0,2775000.0,2750000.0,0.0,25000.0
Justin Smith,DE,CIN,CIN,DE,16.0,3350000.0,1830000.0,1830000.0,0.0,0.0
Andre Johnson,WR,HOU,HOU,WR,13.0,3341664.0,1155000.0,555000.0,0.0,600000.0
Champ Bailey,CB,DEN,DEN,CB,14.0,3339625.0,1.3507625E7,540000.0,1.246E7,507625.0
Mike Peterson,LB,JAX,JAX,LB,16.0,3336413.0,3003080.0,3000000.0,0.0,3080.0
DeAngelo Hall,CB,ATL,ATL,CB,15.0,3320220.0,8455220.0,305000.0,8150000.0,220.0
Eric Warfield,CB,KC,KC,CB,11.0,3312814.0,2098529.0,2173529.0,0.0,--
Gary Baxter,CB,CLE,CLE,CB,5.0,3310698.0,1.0510698E7,1500000.0,9000000.0,10698.0
Brian Simmons,LB,CIN,CIN,LB,16.0,3300000.0,2700000.0,2600000.0,0.0,100000.0
Chris Chambers,WR,MIA,MIA,WR,16.0,3266666.0,6350000.0,1350000.0,5000000.0,0.0
Jake Plummer,QB,DEN,DEN,QB,16.0,3222200.0,7630200.0,665000.0,6760000.0,205200.0
Josh Williams,DT,IND,IND,DT,4.0,3205720.0,2605720.0,2000000.0,0.0,605720.0
Samari Rolle,CB,BAL,BAL,CB,16.0,3200990.0,1.200099E7,1000000.0,1.1E7,990.0
Johnathan Sullivan,DT,NO,NO,DT,15.0,3192546.0,606833.0,476833.0,0.0,130000.0
Na'il Diggs,LB,GB,GB,LB,9.0,3163820.0,2251320.0,2250000.0,0.0,1320.0
Greg Ellis,LB,DAL,DAL,LB,16.0,3155280.0,2555280.0,2250000.0,0.0,305280.0
Fred Taylor,RB,JAX,JAX,RB,11.0,3153960.0,1553960.0,1550000.0,0.0,3960.0
Keith Bulluck,LB,TEN,TEN,LB,16.0,3150648.0,1.025198E7,540000.0,9710000.0,1980.0
Ryan Sims,DT,KC,KC,DT,6.0,3150005.0,2182000.0,832000.0,1250000.0,100000.0
Kyle Brady,TE,JAX,JAX,TE,16.0,3148890.0,2302640.0,1900000.0,0.0,402640.0
Brady Smith,DE,ATL,ATL,DE,5.0,3129840.0,2504840.0,2500000.0,0.0,4840.0
Will Allen,CB,NYG,NYG,CB,16.0,3126680.0,2279180.0,2275000.0,0.0,4180.0
Terrell Owens,WR,PHI,PHI,WR,7.0,3118627.0,2735294.0,2485294.0,0.0,250000.0
Larry Fitzgerald,WR,ARI,ARI,WR,16.0,3110840.0,5344590.0,305000.0,5037500.0,2090.0
Mike Brown,S,CHI,CHI,S,12.0,3106666.0,2440000.0,2390000.0,0.0,50000.0
James Hall,DE,DET,DET,DE,14.0,3056160.0,2256160.0,2250000.0,0.0,6160.0
Reggie Williams,WR,JAX,JAX,WR,16.0,3010333.0,6030000.0,305000.0,5700000.0,25000.0
Marc Bulger,QB,STL,STL,QB,8.0,3008400.0,549400.0,545000.0,0.0,4400.0
Keyshawn Johnson,WR,DAL,DAL,WR,16.0,3003410.0,2003410.0,1500000.0,0.0,503410.0
Chester Taylor,RB,BAL,BAL,RB,15.0,3001320.0,3001320.0,2000000.0,1000000.0,1320.0
Reggie Howard,CB,MIA,MIA,CB,15.0,3000000.0,2250000.0,1000000.0,0.0,1250000.0
Marty Booker,WR,MIA,MIA,WR,15.0,3000000.0,3000000.0,2900000.0,0.0,100000.0
Dan Morgan,LB,CAR,CAR,LB,13.0,2973750.0,6640000.0,540000.0,6000000.0,100000.0
Fernando Bryant,CB,DET,DET,CB,2.0,2919746.0,1753080.0,1750000.0,0.0,3080.0
Jeremiah Trotter,LB,PHI,PHI,LB,15.0,2906650.0,4666650.0,665000.0,2200000.0,1801650.0
Stephen Davis,RB,CAR,CAR,RB,13.0,2900000.0,2600000.0,2200000.0,300000.0,100000.0
Marcus Coleman,S,HOU,HOU,S,15.0,2883433.0,1650000.0,1550000.0,0.0,100000.0
Mike Vanderjagt,K,IND,IND,K,16.0,2873500.0,1800000.0,1800000.0,0.0,0.0
Torry Holt,WR,STL,STL,WR,14.0,2844714.0,2735000.0,540000.0,2095000.0,100000.0
Carlos Emmons,LB,NYG,NYG,LB,9.0,2840000.0,3840000.0,1840000.0,2000000.0,0.0
Darrell Jackson,WR,SEA,SEA,WR,6.0,2833333.0,1500000.0,1500000.0,0.0,0.0
John Lynch,S,DEN,DEN,S,16.0,2833333.0,2500000.0,1150000.0,1000000.0,350000.0
Shaun Rogers,DT,DET,DET,DT,14.0,2832646.0,4155280.0,650000.0,3500000.0,5280.0
Anquan Boldin,WR,ARI,ARI,WR,14.0,2804260.0,6501760.0,1500000.0,5000000.0,1760.0
Reggie Wayne,WR,IND,IND,WR,16.0,2780880.0,1715880.0,1715000.0,0.0,880.0
Adam Vinatieri,K,NE,NE,K,16.0,2759880.0,2759880.0,2509000.0,0.0,250880.0
Corey Chavous,S,MIN,MIN,S,16.0,2750000.0,2250000.0,1900000.0,0.0,350000.0
Adrian Wilson,S,ARI,ARI,S,16.0,2741149.0,2001650.0,2000000.0,0.0,1650.0
Dunta Robinson,CB,HOU,HOU,CB,16.0,2738483.0,4239400.0,305000.0,3930000.0,4400.0
Thomas Jones,RB,CHI,CHI,RB,15.0,2725000.0,1850000.0,1800000.0,0.0,50000.0
Fred Beasley,RB,SF,SF,RB,9.0,2722500.0,1800000.0,1500000.0,0.0,300000.0
Deuce McAllister,RB,NO,NO,RB,5.0,2710000.0,7650000.0,600000.0,7000000.0,50000.0
Steve Foley,LB,SD,SD,LB,13.0,2708096.0,2291430.0,540000.0,0.0,1751430.0
Alex Smith,QB,SF,SF,QB,9.0,2700000.0,3500000.0,500000.0,1000000.0,2000000.0
Ronnie Brown,RB,MIA,MIA,RB,15.0,2696535.0,2696535.0,230000.0,0.0,2466535.0
Jerry Porter,WR,OAK,OAK,WR,16.0,2694746.0,8003080.0,1000000.0,7000000.0,3080.0
Roy Williams,S,DAL,DAL,S,16.0,2689959.0,871507.0,866667.0,0.0,4840.0
Jeremy Shockey,TE,NYG,NYG,TE,15.0,2685000.0,3968597.0,968597.0,3000000.0,0.0
Jake Delhomme,QB,CAR,CAR,QB,16.0,2681666.0,5665000.0,665000.0,5000000.0,0.0
