id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365
7290341,Riverside City Luxury (2 Bedrooms),2163000,James,,Dublin City,53.34555086078816,-6.246344498393414,Entire home/apt,140,1,41,2015-12-31,7.24,2,298
5458677,Just Renovated 1bedApt Heart Ofcity,26224119,Lloyd,,Dublin City,53.35408565216069,-6.259045847806105,Entire home/apt,49,1,63,2015-12-24,6.26,7,343
5189055,Modern 2 Bed Apartment City Centre,26839059,Sophie,,Dublin City,53.350271322057694,-6.242158282246337,Entire home/apt,135,2,36,2015-12-28,3.33,1,336
9879937,Fresh modern city centre apartment,49182067,Dennis,,Dublin City,53.353924218511295,-6.2604302783124695,Entire home/apt,90,2,3,2016-01-03,3,1,300
9651195,"Studio 2, 101 s c rd, dublin 8",44244954,Eileen,,Dublin City,53.331250169495235,-6.2746287671843355,Entire home/apt,50,1,3,2016-01-03,3,5,329
3882631,Apartment D6- Close to city center,6618797,Rosemary,,Dublin City,53.32569689821849,-6.250444311988466,Entire home/apt,109,3,33,2015-12-02,2.09,1,347
7609686,Attractive Central Terrace House,22834742,Rory,,Dublin City,53.33891284136036,-6.227999798878959,Entire home/apt,100,3,3,2015-09-01,0.64,1,135
7406317,2 Bed Seaside Cottage in Clontarf,19380466,Danielle,,Dublin City,53.36124187587138,-6.192369597644511,Entire home/apt,90,2,10,2015-09-06,1.82,1,96
5024037,Design house in upmarket Clontarf,10037113,Sean,,Dublin City,53.36805336903038,-6.209339581900038,Entire home/apt,95,2,31,2015-12-07,2.86,1,77
3413153,Beautiful 1BD in Dublin City Centre,5565116,Shane,,Dublin City,53.33831233496497,-6.263713729616993,Entire home/apt,100,2,25,2015-10-27,1.37,1,71
6899437,Amazing Studio flat in Dublin,34984346,Daniel,,Dublin City,53.32622397783848,-6.264838542834331,Entire home/apt,59,2,4,2016-01-03,0.62,1,179
9481036,dublin city(4) free parking & wifi,46698320,Sharon,,Dublin City,53.34083644217865,-6.307490638786046,Entire home/apt,65,2,2,2016-01-03,2,4,361
7807303,City living in a beautiful Apt C.,36321658,Joan,,Dublin City,53.342035094598856,-6.279988401526755,Entire home/apt,95,2,23,2016-01-05,4.86,6,24
5433024,# 15  Double studio ,23191772,Bernard,,Dublin City,53.32393643772853,-6.2646893344414964,Entire home/apt,64,1,43,2015-12-15,4.16,14,345
7132062,Bright Spacious Georgian Studio,2110301,Karin,,Dublin City,53.35532734551648,-6.257940185439029,Entire home/apt,85,2,17,2015-12-14,3.25,5,75
10286954,Cosy redbrick city pad by sea for 3,52915856,Catherine,,Dublin City,53.36134136971801,-6.197720986229616,Entire home/apt,90,1,0,,,1,351
2470847,Waterside luxury in Dublin,12599569,Cathal,,Dublin City,53.344592003394226,-6.2356005819790585,Entire home/apt,150,3,105,2016-01-03,5.47,3,165
10110863,Cozy studio apartment Portobello,51887516,Federico,,Dublin City,53.331241375974585,-6.2660163447598425,Entire home/apt,60,4,0,,,1,5
3238040,Wonderful room in Georgian house!,16373290,Rodrigo,,Dublin City,53.32870655027715,-6.253371338585757,Entire home/apt,59,2,48,2016-01-05,2.60,1,188
7169730,City centre loft bed apartment,811856,Bryan,,Dublin City,53.35540365680022,-6.254997485552887,Entire home/apt,90,1,9,2015-09-13,1.79,1,159
6755045,24 Pavillion View,21989078,Ken,,Dublin City,53.32648784367552,-6.265094402978621,Entire home/apt,240,2,19,2015-11-10,2.86,8,239
8812874,Beautiful  3Bed Townhouse Dublin 4.,25558254,Desmond,,Dublin City,53.33668449280516,-6.237204804108381,Entire home/apt,235,1,18,2016-01-03,6.21,1,115
1043181,Charming flat.Heart of Dublin.,5743998,Petra,,Dublin City,53.3544243311482,-6.2607678922836865,Entire home/apt,90,3,44,2015-12-21,1.44,1,315
9574279,Cosy House in the south city center,49323543,Stuart,,Dublin City,53.336397907673714,-6.277072821337695,Entire home/apt,100,1,0,,,1,17
6294418,Charming victorian redbrick cottage,18760480,Barbara,,Dublin City,53.35560506157672,-6.270811138839411,Entire home/apt,149,2,48,2016-01-05,6.34,1,103
6708230,Family house in charming Sandymount,1627329,Austeja & Gyula,,Dublin City,53.33543428677757,-6.222660210753522,Entire home/apt,180,3,4,2015-09-22,0.83,2,7
3593983,Large Luxury Apartment,14746961,John,,Dublin City,53.33348072425192,-6.225586791718264,Entire home/apt,120,1,0,,,1,261
9162671,5-10 minute walk to Web Summit @RDS,17866543,Rachel,,Dublin City,53.3382342334901,-6.237307855535075,Entire home/apt,300,2,0,,,1,43
1126917,"City Centre 10 minutes, Sleeps 4",6182532,Klara & Sharon,,Dublin City,53.34227821503883,-6.243232476964549,Entire home/apt,120,4,38,2015-10-13,1.19,1,36
5849931,BRIGHT 2BD in BALLSBRIDGE & PARKING,482264,Lyra,,Dublin City,53.33318842575956,-6.228841173720195,Entire home/apt,132,2,15,2015-11-27,1.69,1,360
2812694,"Garden Cottage, 1 bed, sleeps 4, D6",14388596,Esther,,Dublin City,53.321752809626716,-6.267695942893058,Entire home/apt,90,2,18,2015-12-30,1.44,5,347
5748512,Lovely apartment with Dublin views,28680115,Chloe,,Dublin City,53.32722843016121,-6.253520272911534,Entire home/apt,90,2,2,2015-09-13,0.22,1,279
8397692,"Studio 1, 101 South Circular Rd,D8",44244954,Eileen,,Dublin City,53.33161568156097,-6.275045094171232,Entire home/apt,50,1,3,2015-12-29,3,5,284
4515808,19 Pavillion View,21989078,Ken,,Dublin City,53.326873354176875,-6.264591862201084,Entire home/apt,150,2,17,2015-12-30,1.25,8,199
7322412,Cosy and Modern two bed apartment,34544289,Shane,,Dublin City,53.34055050843523,-6.228901339421974,Entire home/apt,100,2,1,2015-07-26,0.18,2,151
6666524,"Stunning penthouse, ideal location",11910264,Sally,,Dublin City,53.32768968918657,-6.254653272126217,Entire home/apt,90,3,1,2015-07-17,0.17,1,95
1244710,NEW 2 Bed Apartment - Fully Modern,5605429,Eddy,,Dublin City,53.353518306335545,-6.250161521035677,Entire home/apt,122,1,47,2015-12-29,1.60,4,28
8577984,Bright home overlooking park,16576093,Ailsa,,Dublin City,53.325016298312974,-6.235143713316009,Entire home/apt,142,1,0,,,1,76
6848882,Charming Urban Cottage,35887994,Tom,,Dublin City,53.341492001630876,-6.302355589862299,Entire home/apt,96,1,26,2016-01-03,4.11,1,69
2328196,City Centre Townhouse,11893219,Gill,,Dublin City,53.336117908836826,-6.276043478184924,Entire home/apt,100,7,92,2015-08-22,4.05,2,34
7459001,Grand Canal Living - 2BD Apartment,8841065,Caroline,,Dublin City,53.33500256733508,-6.298052044533124,Entire home/apt,120,2,7,2015-11-29,1.81,1,168
8512998,Modern apt with parking,44826805,Gavin,,Dublin City,53.363715351961005,-6.2470203104292,Entire home/apt,90,1,5,2015-10-10,1.47,1,80
3584242,Cozy Cottage in Heart of Dublin 8,1597188,Kris,,Dublin City,53.33773400801701,-6.2740937384335425,Entire home/apt,90,2,24,2015-12-20,1.41,1,40
6677678,Self Contained Studio/Bedsit No 3,33683963,Eamon,,Dublin City,53.328645992372834,-6.2536024942822745,Entire home/apt,90,2,12,2015-12-15,2.45,1,345
7052192,2 bed 2 bathroom apartment,36365305,Jackie & Karen,,Dublin City,53.36733482120551,-6.218652810803877,Entire home/apt,120,2,11,2015-11-23,2.21,2,356
9839477,"Bright & Cozy Flat, Superb Location",26034400,Mariia,,Dublin City,53.332096998150696,-6.274557706636012,Entire home/apt,85,3,0,,,1,5
9580623,"1.Great location flat,89 SCR",45216194,Flora,,Dublin City,53.337240839334264,-6.298628656395211,Entire home/apt,70,1,6,2016-01-02,4.62,5,345
9191037,2 Bed Apartment - Dublin 4,47782164,David,,Dublin City,53.33361542755762,-6.238469166033266,Entire home/apt,500,3,0,,,1,41
10095210,Super central apartment +parking,14652157,Alin,,Dublin City,53.35506747501172,-6.258373443240349,Entire home/apt,100,1,0,,,3,68
6049339,"2 bed home, heart of Dublin",13694851,Julie,,Dublin City,53.366127299023,-6.232464239600609,Entire home/apt,145,2,5,2015-09-21,0.75,1,228
10169402,Dublin city centre apartment large,42745658,Kevin,,Dublin City,53.3487740391716,-6.241698938318434,Entire home/apt,71,1,1,2015-12-29,1,5,309
2842486,Spacious One Bedroom Apartment.,7002908,Tom,,Dublin City,53.33994337760643,-6.3053892450952045,Entire home/apt,85,2,58,2015-12-14,2.95,1,340
6252465,Grand Canal Dock Modern Apartment,29176944,Graham,,Dublin City,53.342512086805634,-6.241026092591625,Entire home/apt,150,2,24,2015-12-28,2.98,3,20
6960714,Explore 18th Century Dublin!,23412493,Louise,,Dublin City,53.33827322752554,-6.324560891312654,Entire home/apt,75,2,10,2015-12-31,1.83,1,345
7683106,Prime Upmarket Ballsbridge location,36074470,Danny,,Dublin City,53.33123772585944,-6.244398113072618,Entire home/apt,120,2,9,2015-12-13,2.13,1,351
8833008,Central and safe location,5600925,Tara,,Dublin City,53.33701179080813,-6.2238357266912985,Entire home/apt,120,4,1,2015-11-16,0.58,2,363
6420027,Large 1 bed Apt with city view,27346475,Dave,,Dublin City,53.36376246324412,-6.245317432101101,Entire home/apt,120,2,6,2015-10-17,0.90,1,356
9571581,City and the sea Dublin 4,49551228,Tom,,Dublin City,53.32990622247524,-6.21199541450882,Entire home/apt,240,2,0,,,1,26
7972325,Nice private studio with WiFi,14832221,Kathrin,,Dublin City,53.357494583128826,-6.243461972469351,Entire home/apt,49,2,13,2015-12-06,3.00,14,339
9661195,One bedroom House in Dublin 12,28700838,Ashling,,Dublin City,53.33059506121604,-6.320785456002446,Entire home/apt,62,1,0,,,1,17
5705359,Boutique Apartment,3166764,Kathy,,Dublin City,53.3546555023521,-6.239608580531058,Entire home/apt,165,1,49,2015-12-31,5.61,1,350
5276345,Cosy ensuite room in Dublin ! ,13299202,Jean-Marie,,Dublin City,53.34970608115022,-6.284246166174794,Private room,40,1,52,2015-12-28,5.13,1,36
1902414,Cosy house in convenient location,9877137,Maisie And Enda,,Dublin City,53.34881501439683,-6.28785188390714,Private room,63,2,52,2015-12-07,2.03,1,67
8139440,"Penthouse Hanover Quay, Dublin",3871062,Charlotte,,Dublin City,53.34529611799141,-6.238003398382713,Entire home/apt,220,1,6,2015-12-01,2.02,2,0
1826911,Beautiful Large dbl Room En-suite,9559296,Mary,,Dublin City,53.30201760264479,-6.2959251184575065,Private room,55,3,7,2016-01-01,0.50,1,338
5201849,# 3 Double studio,23191772,Bernard,,Dublin City,53.324383816989524,-6.265185885973934,Entire home/apt,64,1,50,2015-12-02,4.82,14,359
9722956,Double bedroom next to Phoenix Park,32952579,Mateo,,Dublin City,53.344076805116224,-6.329825247069322,Private room,35,1,0,,,1,365
4723246,#8 - One bedroom flat,23191772,Bernard,,Dublin City,53.32426389295501,-6.263773678387609,Entire home/apt,69,1,53,2015-12-01,4.03,14,336
2886074,Quiet double room near the City,5447163,Kate,,Dublin City,53.341067697452914,-6.315101288211246,Private room,50,1,40,2015-11-27,2.38,2,349
8221278,Cosy Apartment Central Location****,41372596,Maria,,Dublin City,53.349191720774286,-6.245409193882431,Entire home/apt,110,1,0,,,2,45
9460385,Double Bed in Dublin 7,4682430,Brian & Kev,,Dublin City,53.368687341676676,-6.296016332500028,Private room,40,2,1,2015-12-22,1,3,1
3402185,Cosy bedroom in the heart of Dublin,17048564,Tamy,,Dublin City,53.34657017115754,-6.261233815918958,Private room,70,1,83,2015-12-30,4.54,3,10
1144517,Riverside relaxation great location,2061662,John And Diana,,Dublin City,53.30529275509392,-6.276509364482451,Private room,35,3,17,2015-12-16,0.56,1,215
2345315,Smart Modern 2BR + own bathroom,11976922,Sonja,,Dublin City,53.37606945882691,-6.316803814162002,Private room,50,2,34,2015-12-11,5.48,3,71
9161523,Cozy bedroom for 1 or 2 people:,47137648,Suni,,Dublin City,53.31558588422974,-6.26131905201411,Private room,50,3,0,,,1,43
8104772,"Queen sized bed, edge of Temple Bar",9770835,Nora,,Dublin City,53.34478949768076,-6.268507888109991,Private room,60,2,9,2015-12-18,4.09,2,4
7576562,Single room 15 min from Dublin city,36854070,Brian,,Dublin City,53.376299530047454,-6.241581646783829,Private room,28,1,25,2015-12-18,4.75,1,123
7854688,cozy double bed room,26644845,Sol,,Dublin City,53.30637601369475,-6.279849541434028,Private room,28,1,0,,,1,69
4547123,Charming Dbl Bedroom Central Dublin,19686827,Jamal,,Dublin City,53.35102602282063,-6.263943665716767,Private room,55,2,27,2015-12-13,2.01,2,0
6358449,.,33124029,ZeIena,,Dublin City,53.37906616527423,-6.224126493981282,Private room,84,1,0,,,1,365
6923333,"House close to city, sea, airport.",36133815,Alex,,Dublin City,53.36838164006188,-6.22419967418712,Private room,90,1,0,,,1,174
1376291,"Your home away from home, Garden",7269939,Raquel,,Dublin City,53.30803022280974,-6.274935624203178,Private room,50,2,8,2015-09-30,0.27,3,347
1340652,"Your home away from home, south",7269939,Raquel,,Dublin City,53.3099812331914,-6.276333970526133,Private room,50,2,16,2015-12-08,0.53,3,205
7494195,"""Number 48""- 2 bed apartment",15361685,Mairin,,Dublin City,53.338760960100586,-6.307676627321208,Entire home/apt,102,1,8,2016-01-02,3.33,1,227
3540733,Compact Self cont. 1 room studio 3,15097372,Gerry,,Dublin City,53.310723102629,-6.286237386787698,Entire home/apt,45,2,11,2015-11-08,1.65,7,116
7668838,22 Ballsbridge Avenue,40262548,Anne,,Dublin City,53.32976700769618,-6.231152638489413,Entire home/apt,225,2,13,2016-01-02,2.73,1,60
5122717,Rathmines Apt 2,24141249,Elaine,,Dublin City,53.31700053357851,-6.265816805133113,Entire home/apt,110,2,7,2015-12-21,0.93,6,284
6937793,The perfect place for your stay!!!,21559248,Justyna,,Dublin City,53.35097830898361,-6.234978155067171,Private room,62,2,19,2016-01-03,3.05,1,218
6167449,Central City 2Bed Townhouse,12986603,Hazel,,Dublin City,53.3507323096884,-6.290115667105098,Entire home/apt,95,3,39,2015-12-27,4.72,1,239
6130768,Modern clean mews apartment,30475053,Lorraine,,Dublin City,53.31301864807127,-6.276851829153621,Entire home/apt,125,2,18,2015-12-06,2.17,1,151
6719721,"Apartment with ""The Guinness View""",25682541,Christian,,Dublin City,53.34340733906572,-6.289936028603553,Entire home/apt,85,1,47,2015-12-14,7.05,3,233
9621045,South Dock - 1BR Apartment,49418829,Comfort Ireland,,Dublin City,53.34301923957054,-6.235266874211475,Entire home/apt,191,1,0,,,10,360
6880202,Apt3 Merrion Court-central location,36051916,Janice,,Dublin City,53.33780152413026,-6.255687631809064,Entire home/apt,99,2,32,2015-12-21,4.97,3,63
6027743,Central apt in Old Georgian Dublin,31284582,Paul,,Dublin City,53.339029891803335,-6.240127466294204,Entire home/apt,100,1,62,2015-12-31,7.13,5,309
3493009,Historic city neighbourhood,1741611,Stephen,,Dublin City,53.35020604027943,-6.294769312307923,Entire home/apt,109,2,98,2015-12-23,5.68,1,309
8784741,Large Central Dublin Apartment,37661430,Sean,,Dublin City,53.34739227334043,-6.279073985659252,Entire home/apt,175,2,6,2015-12-28,2.90,2,361
1173029,Dublin: Central Clean WIFI,3448346,Ian,,Dublin City,53.35242002134759,-6.2798661337002715,Entire home/apt,140,3,30,2015-12-27,4.39,2,155
10294208,Fold-out multi use home/ studio,17387988,Ciaran & Eva,,Dublin City,53.36409696283471,-6.231976778565445,Entire home/apt,60,2,0,,,2,56
5856108,"Your home away from home, Attic",7269939,Raquel,,Dublin City,53.30751438306511,-6.276922644239271,Private room,55,1,8,2015-09-29,0.91,3,346
5898075,Share room from 1 - 5 guests+toilet,10564174,Ellen,,Dublin City,53.31556568975109,-6.25238120067702,Private room,100,1,3,2016-01-02,0.55,5,365
6483405,City Centre & Private Bathroom B2,33882252,Vini,,Dublin City,53.345251601569764,-6.276748547012015,Private room,69,2,55,2016-01-02,7.37,6,305
9166884,Studio 13 - Cosy City Centre Base,18976273,Gill,,Dublin City,53.35851583308148,-6.2622077397659615,Entire home/apt,40,2,12,2015-12-18,5.54,11,224
9011981,110 GRACE PARK MEADOWS,47057526,Jason,,Dublin City,53.37671092594145,-6.228847144504263,Entire home/apt,180,1,0,,,1,18
9195535,Modern 2 Bed Ballsbridge Apartment,25134872,Heather,,Dublin City,53.31945624490109,-6.215515743337633,Entire home/apt,200,1,1,2015-11-02,0.45,1,41
5897766,Luxury share room from 1 - 9 guests,10564174,Ellen,,Dublin City,53.3154672431388,-6.250618253732538,Private room,100,1,4,2015-07-13,0.52,5,365
5931145,Oscar Wilde - Studio Close to city,1557844,Liam,,Dublin City,53.357656991436976,-6.292299526223982,Entire home/apt,92,3,14,2015-12-21,1.78,7,334
10251080,Cosy room 15 mins from city centre,19886245,Sarah,,Dublin City,53.31140353708418,-6.278312503679167,Private room,40,2,0,,,1,362
5390518,Cosy house close to Dublins Heart,27942737,Ian,,Dublin City,53.35799437074532,-6.284336514486116,Entire home/apt,95,1,54,2015-12-23,5.59,1,334
6450323,"Excellent Temple Bar, City Apartmen",33568421,Derek,,Dublin City,53.34548478892608,-6.265037590246303,Private room,80,2,16,2015-11-29,2.70,1,277
5496959,Comfortable Modern 1-bed Apartment,18312131,Patrick,,Dublin City,53.34214387485434,-6.3267326947091895,Entire home/apt,120,3,4,2015-09-23,0.52,1,212
1991300,Arty Luxury at Islandbridge Flat,1460380,Alice And Radek,,Dublin City,53.34654856373459,-6.309782201761154,Entire home/apt,110,7,2,2015-08-30,0.12,3,339
4507906,Stylish central en-suite bedroom :),4864956,Roberto & Lis,,Dublin City,53.34496273570108,-6.269865085292737,Private room,99,2,55,2015-12-21,6.73,1,87
8223143,Bright Room in Dublin City Centre!,850282,Anastasia,,Dublin City,53.352922461936984,-6.259608421371003,Private room,29,1,28,2015-12-30,6.83,9,328
