listing_id,date
5129561,2015-03-30
5129561,2015-05-05
5129561,2015-05-17
5129561,2015-05-25
5129561,2015-06-15
5129561,2015-06-22
5129561,2015-07-13
5129561,2015-07-20
5129561,2015-09-07
6297952,2015-05-16
6297952,2015-05-24
6297952,2015-05-31
6297952,2015-06-14
6297952,2015-06-21
6297952,2015-06-28
6297952,2015-07-09
6297952,2015-08-24
1158605,2013-11-04
1158605,2013-11-11
1158605,2013-11-19
1158605,2013-11-26
1158605,2014-01-01
1158605,2014-04-15
1158605,2014-06-28
1158605,2014-08-21
1158605,2014-09-01
1158605,2014-11-15
1158605,2015-01-18
1158605,2015-02-10
1158605,2015-03-02
1158605,2015-07-01
1158605,2015-07-11
8360000,2015-09-21
2930310,2014-05-12
2930310,2014-05-17
2930310,2014-05-18
2930310,2014-05-19
2930310,2014-05-23
2930310,2014-05-25
2930310,2014-05-29
2930310,2014-06-01
2930310,2014-06-02
2930310,2014-06-04
2930310,2014-06-08
2930310,2014-06-12
2930310,2014-06-17
2930310,2014-07-01
2930310,2014-07-07
2930310,2014-07-09
2930310,2014-07-12
2930310,2014-07-14
2930310,2014-07-19
2930310,2014-07-22
2930310,2014-07-22
2930310,2014-07-24
2930310,2014-07-30
2930310,2014-08-03
2930310,2014-08-06
2930310,2014-08-11
2930310,2014-08-12
2930310,2014-08-18
2930310,2014-08-22
2930310,2014-09-10
2930310,2014-09-14
2930310,2014-09-19
2930310,2014-09-26
2930310,2014-09-27
2930310,2014-10-08
2930310,2014-10-15
2930310,2014-10-23
2930310,2014-11-10
2930310,2014-11-13
2930310,2014-11-17
2930310,2014-11-21
2930310,2014-11-25
2930310,2014-12-01
2930310,2014-12-06
2930310,2014-12-10
2930310,2014-12-13
2930310,2015-01-05
2930310,2015-01-06
2930310,2015-01-09
2930310,2015-01-23
2930310,2015-01-24
2930310,2015-01-26
2930310,2015-01-30
2930310,2015-02-01
2930310,2015-02-08
2930310,2015-02-17
2930310,2015-02-20
2930310,2015-03-08
2930310,2015-03-10
2930310,2015-03-14
2930310,2015-03-24
2930310,2015-04-01
2930310,2015-04-07
2930310,2015-04-14
2930310,2015-04-27
2930310,2015-04-28
2930310,2015-05-01
2930310,2015-05-04
2930310,2015-05-10
2930310,2015-05-14
2930310,2015-05-17
2930310,2015-05-28
2930310,2015-05-30
2930310,2015-06-04
2930310,2015-06-08
2930310,2015-06-10
2930310,2015-06-12
2930310,2015-06-24
2930310,2015-06-25
2930310,2015-07-01
2930310,2015-07-04
2930310,2015-07-06
2930310,2015-07-11
2930310,2015-07-14
2930310,2015-07-25
2930310,2015-08-07
2930310,2015-08-09
2930310,2015-08-10
2930310,2015-08-12
2930310,2015-08-13
2930310,2015-08-16
2930310,2015-08-20
2930310,2015-08-21
2930310,2015-08-25
2930310,2015-08-28
2930310,2015-09-01
2930310,2015-09-02
2930310,2015-09-03
2930310,2015-09-04
2930310,2015-09-06
2930310,2015-09-07
2930310,2015-09-08
2930310,2015-09-09
2930310,2015-09-12
2930310,2015-09-17
2930310,2015-09-18
2930310,2015-09-21
2930310,2015-09-28
7797156,2015-08-16
7797156,2015-09-04
7797156,2015-09-06
7797156,2015-09-13
6371011,2015-06-07
6371011,2015-06-10
6371011,2015-06-15
6371011,2015-06-22
6371011,2015-06-27
2437242,2014-03-03
2437242,2014-03-09
2437242,2014-03-13
2437242,2014-03-17
2437242,2014-03-22
2437242,2014-03-24
2437242,2014-04-02
2437242,2014-04-07
2437242,2014-04-14
2437242,2014-04-17
2437242,2014-04-20
2437242,2014-04-30
2437242,2014-05-03
2437242,2014-05-05
2437242,2014-05-12
2437242,2014-05-20
2437242,2014-05-26
2437242,2014-05-30
2437242,2014-05-31
2437242,2014-06-10
2437242,2014-06-15
2437242,2014-06-16
2437242,2014-06-17
2437242,2014-06-24
2437242,2014-06-28
2437242,2014-06-30
2437242,2014-07-02
2437242,2014-07-07
2437242,2014-07-09
2437242,2014-07-13
2437242,2014-07-18
2437242,2014-07-31
2437242,2014-08-01
2437242,2014-08-13
2437242,2014-08-17
2437242,2014-08-20
2437242,2014-08-31
2437242,2014-09-06
2437242,2014-09-10
2437242,2014-09-19
2437242,2014-09-20
2437242,2014-09-29
2437242,2014-10-12
2437242,2014-10-19
2437242,2014-10-23
2437242,2014-10-27
2437242,2014-11-14
2437242,2014-11-16
2437242,2014-11-21
2437242,2014-11-23
2437242,2014-11-30
2437242,2015-01-11
2437242,2015-02-15
2437242,2015-02-28
2437242,2015-03-15
2437242,2015-03-22
2437242,2015-03-31
2437242,2015-04-06
2437242,2015-04-11
2437242,2015-04-17
2437242,2015-04-22
2437242,2015-04-26
2437242,2015-04-29
2437242,2015-05-13
2437242,2015-05-17
2437242,2015-05-27
2437242,2015-06-07
2437242,2015-06-10
2437242,2015-06-11
2437242,2015-06-15
2437242,2015-06-17
2437242,2015-06-18
2437242,2015-06-26
2437242,2015-07-03
2437242,2015-07-19
2437242,2015-07-21
2437242,2015-08-28
2437242,2015-08-30
2437242,2015-09-02
321466,2014-09-30
4480525,2015-01-26
4480525,2015-02-23
4480525,2015-03-15
4480525,2015-03-16
4480525,2015-04-07
4480525,2015-04-12
4480525,2015-04-13
4480525,2015-04-14
4480525,2015-04-14
4480525,2015-04-19
4480525,2015-04-20
4480525,2015-05-03
4480525,2015-05-04
4480525,2015-06-21
4480525,2015-06-22
4480525,2015-06-29
4480525,2015-07-20
4480525,2015-08-23
4480525,2015-09-21
4429657,2015-04-28
4429657,2015-04-30
4429657,2015-05-12
4429657,2015-05-25
4429657,2015-05-30
4429657,2015-06-07
4429657,2015-06-08
4429657,2015-06-09
4429657,2015-06-23
4429657,2015-06-27
4429657,2015-06-30
4429657,2015-07-03
4429657,2015-07-06
4429657,2015-07-09
4429657,2015-07-12
4429657,2015-07-14
4429657,2015-07-17
4429657,2015-07-20
4429657,2015-07-21
4429657,2015-07-22
4429657,2015-07-28
4429657,2015-07-30
4429657,2015-07-31
4429657,2015-08-03
4429657,2015-08-20
4429657,2015-08-22
4429657,2015-08-24
4429657,2015-09-14
4429657,2015-09-29
6624921,2015-06-28
6624921,2015-06-29
6624921,2015-07-12
6624921,2015-08-02
6624921,2015-08-10
6624921,2015-08-23
6624921,2015-08-23
6624921,2015-09-01
6624921,2015-09-15
6624921,2015-09-25
7900157,2015-08-31
7900157,2015-09-10
4487678,2014-12-30
4487678,2015-01-02
5695794,2015-06-30
5695794,2015-07-15
5695794,2015-07-16
5695794,2015-07-29
5695794,2015-09-03
3171874,2014-11-15
3171874,2015-01-03
3171874,2015-03-14
3171874,2015-05-14
3228916,2014-06-29
3228916,2014-07-28
3228916,2014-08-12
3228916,2014-08-17
3228916,2014-08-31
3228916,2014-09-10
3228916,2014-09-14
3228916,2014-09-20
3228916,2014-10-05
3228916,2014-10-08
3228916,2014-10-15
3228916,2014-10-18
3228916,2014-10-30
3228916,2014-11-04
3228916,2014-11-17
3228916,2014-11-23
3228916,2014-11-30
3228916,2014-12-02
3228916,2014-12-16
3228916,2014-12-24
3228916,2014-12-25
3228916,2014-12-27
3228916,2014-12-31
3228916,2015-01-04
3228916,2015-01-16
3228916,2015-01-18
3228916,2015-02-07
3228916,2015-02-08
3228916,2015-02-22
3228916,2015-02-25
3228916,2015-03-01
3228916,2015-03-08
3228916,2015-03-20
3228916,2015-03-21
3228916,2015-03-25
3228916,2015-04-19
3228916,2015-04-22
3228916,2015-04-27
3228916,2015-05-05
3228916,2015-05-16
3228916,2015-05-17
3228916,2015-05-23
3228916,2015-05-29
3228916,2015-06-05
3228916,2015-06-15
3228916,2015-06-28
3228916,2015-07-05
3228916,2015-07-16
3228916,2015-07-20
3228916,2015-08-02
3228916,2015-08-15
3228916,2015-08-17
3228916,2015-08-19
3228916,2015-08-22
3228916,2015-08-23
3228916,2015-08-30
3228916,2015-09-14
3773340,2014-08-07
3773340,2014-08-13
3773340,2014-08-14
3773340,2014-08-15
3773340,2014-08-17
3773340,2014-08-24
3773340,2014-08-25
3773340,2014-08-27
3773340,2014-09-02
3773340,2014-09-03
3773340,2014-09-04
3773340,2014-09-08
3773340,2014-09-09
3773340,2014-09-12
3773340,2014-09-13
3773340,2014-09-14
3773340,2014-09-17
3773340,2014-09-19
3773340,2014-09-20
3773340,2014-09-27
3773340,2014-10-01
3773340,2014-10-03
3773340,2014-10-07
3773340,2014-10-11
3773340,2014-10-14
3773340,2014-10-16
3773340,2014-10-18
3773340,2014-10-20
3773340,2014-10-22
3773340,2014-10-23
3773340,2014-10-25
3773340,2014-10-28
3773340,2014-10-30
3773340,2014-11-01
3773340,2014-11-07
3773340,2014-11-08
3773340,2014-11-13
3773340,2014-11-14
3773340,2014-11-17
3773340,2014-11-22
3773340,2014-11-23
3773340,2014-11-29
3773340,2014-12-01
3773340,2014-12-03
3773340,2014-12-05
3773340,2014-12-08
3773340,2014-12-10
3773340,2014-12-15
3773340,2014-12-19
3773340,2015-01-05
3773340,2015-01-07
3773340,2015-01-10
3773340,2015-01-14
3773340,2015-01-19
3773340,2015-01-21
3773340,2015-01-23
3773340,2015-02-01
3773340,2015-02-02
3773340,2015-02-04
3773340,2015-02-06
3773340,2015-03-02
3773340,2015-03-07
3773340,2015-03-10
3773340,2015-03-15
3773340,2015-03-17
3773340,2015-03-19
3773340,2015-03-23
3773340,2015-03-25
3773340,2015-03-31
3773340,2015-04-03
3773340,2015-04-04
3773340,2015-04-07
3773340,2015-04-18
3773340,2015-04-23
3773340,2015-04-29
3773340,2015-05-04
3773340,2015-05-11
3773340,2015-05-15
3773340,2015-05-17
3773340,2015-05-18
3773340,2015-05-21
3773340,2015-05-23
3773340,2015-05-25
3773340,2015-05-27
3773340,2015-05-30
3773340,2015-06-01
3773340,2015-06-07
3773340,2015-06-08
3773340,2015-06-13
3773340,2015-06-18
3773340,2015-06-20
3773340,2015-06-23
3773340,2015-06-25
3773340,2015-06-27
3773340,2015-06-28
3773340,2015-06-29
3773340,2015-06-30
3773340,2015-07-01
3773340,2015-07-08
3773340,2015-07-13
3773340,2015-07-19
3773340,2015-07-20
3773340,2015-07-22
3773340,2015-07-23
3773340,2015-07-28
3773340,2015-08-03
3773340,2015-08-07
3773340,2015-08-12
3773340,2015-08-14
3773340,2015-08-17
3773340,2015-08-20
3773340,2015-08-22
3773340,2015-08-26
3773340,2015-09-01
3773340,2015-09-03
3773340,2015-09-07
3773340,2015-09-08
3773340,2015-09-09
3773340,2015-09-12
3773340,2015-09-14
3773340,2015-09-18
3773340,2015-09-21
3773340,2015-09-26
3773340,2015-09-28
2194840,2014-01-24
2194840,2014-01-27
2194840,2014-01-29
2194840,2014-02-10
2194840,2014-02-11
2194840,2014-02-23
2194840,2014-02-24
2194840,2014-03-01
2194840,2014-03-03
2194840,2014-03-06
2194840,2014-03-10
2194840,2014-03-11
2194840,2014-03-12
2194840,2014-03-12
2194840,2014-03-14
2194840,2014-03-18
2194840,2014-03-23
2194840,2014-03-30
2194840,2014-03-31
2194840,2014-04-01
2194840,2014-04-04
2194840,2014-04-05
2194840,2014-04-14
2194840,2014-04-18
2194840,2014-04-20
2194840,2014-04-25
2194840,2014-04-28
2194840,2014-04-30
2194840,2014-05-03
2194840,2014-05-05
2194840,2014-05-06
2194840,2014-05-12
2194840,2014-05-23
2194840,2014-05-30
2194840,2014-06-02
2194840,2014-06-06
2194840,2014-06-08
2194840,2014-06-14
2194840,2014-06-15
2194840,2014-06-25
2194840,2014-06-29
2194840,2014-07-01
2194840,2014-07-08
2194840,2014-07-10
2194840,2014-07-15
2194840,2014-07-22
2194840,2014-07-30
2194840,2014-07-31
2194840,2014-08-06
2194840,2014-08-08
2194840,2014-08-11
2194840,2014-08-14
2194840,2014-08-23
2194840,2014-08-26
2194840,2014-09-01
2194840,2014-09-02
2194840,2014-09-04
2194840,2014-09-08
2194840,2014-09-21
2194840,2014-09-22
2194840,2014-09-28
2194840,2014-10-01
2194840,2014-10-05
2194840,2014-10-17
2194840,2014-10-18
2194840,2014-10-20
2194840,2014-10-23
2194840,2014-10-26
2194840,2014-10-31
2194840,2014-11-03
2194840,2014-11-05
2194840,2014-11-09
2194840,2014-11-10
2194840,2014-11-12
2194840,2014-11-21
2194840,2014-11-23
2194840,2014-11-24
2194840,2014-11-28
2194840,2014-11-30
2194840,2014-12-01
2194840,2014-12-08
2194840,2014-12-13
2194840,2014-12-14
2194840,2014-12-15
2194840,2014-12-21
2194840,2014-12-23
2194840,2014-12-24
2194840,2014-12-27
2194840,2014-12-28
2194840,2014-12-30
2194840,2015-01-01
2194840,2015-01-02
2194840,2015-01-03
2194840,2015-01-05
2194840,2015-01-12
2194840,2015-01-15
2194840,2015-01-17
2194840,2015-01-26
2194840,2015-02-05
2194840,2015-02-10
2194840,2015-02-23
2194840,2015-02-26
2194840,2015-03-01
2194840,2015-03-02
2194840,2015-03-09
2194840,2015-03-16
2194840,2015-03-25
2194840,2015-03-26
2194840,2015-04-02
2194840,2015-04-06
2194840,2015-04-15
2194840,2015-04-17
2194840,2015-04-20
2194840,2015-04-24
2194840,2015-04-26
2194840,2015-04-27
2194840,2015-05-05
2194840,2015-05-14
2194840,2015-05-26
2194840,2015-06-02
2194840,2015-06-04
2194840,2015-06-09
2194840,2015-06-10
2194840,2015-06-13
2194840,2015-06-20
2194840,2015-06-23
2194840,2015-07-16
2194840,2015-08-04
2194840,2015-08-07
2194840,2015-08-10
2194840,2015-08-13
2194840,2015-08-18
2194840,2015-08-20
2194840,2015-08-24
2194840,2015-08-29
2194840,2015-09-06
2194840,2015-09-08
2194840,2015-09-09
6229608,2015-07-10
6229608,2015-07-24
6229608,2015-08-16
6229608,2015-09-20
6229608,2015-09-21
7605143,2015-09-07
7605143,2015-09-14
4591775,2014-11-24
4591775,2014-12-15
4591775,2014-12-22
4591775,2015-01-02
4591775,2015-02-16
4591775,2015-03-24
4591775,2015-04-10
4591775,2015-04-27
4591775,2015-05-17
4591775,2015-06-08
4591775,2015-07-28
6499676,2015-06-07
6499676,2015-06-09
6499676,2015-06-14
6499676,2015-06-22
6499676,2015-06-29
6499676,2015-07-05
6499676,2015-07-07
6499676,2015-07-14
6499676,2015-07-16
6499676,2015-07-18
6499676,2015-07-19
6499676,2015-07-21
6499676,2015-07-25
6499676,2015-07-30
6499676,2015-08-07
6499676,2015-08-07
6499676,2015-08-20
6499676,2015-08-24
6499676,2015-08-26
6499676,2015-08-28
6499676,2015-08-30
6499676,2015-09-03
6499676,2015-09-10
6499676,2015-09-15
6499676,2015-09-21
936704,2013-02-26
936704,2013-03-31
936704,2013-04-01
936704,2013-05-12
936704,2013-05-13
936704,2013-05-21
936704,2013-06-03
936704,2013-06-23
936704,2013-07-01
936704,2013-07-30
936704,2013-08-05
936704,2013-08-09
936704,2013-08-19
936704,2013-09-09
936704,2013-09-27
936704,2013-10-14
936704,2013-10-21
936704,2013-10-26
936704,2013-10-27
936704,2013-11-03
936704,2013-11-04
936704,2013-12-23
936704,2013-12-30
936704,2014-01-06
936704,2014-02-03
936704,2014-02-10
936704,2014-02-22
936704,2014-02-24
936704,2014-03-17
936704,2014-03-30
936704,2014-04-07
936704,2014-04-17
936704,2014-04-21
936704,2014-05-04
936704,2014-05-05
936704,2014-05-16
936704,2014-05-18
936704,2014-05-19
936704,2014-06-01
936704,2014-07-22
936704,2014-08-25
936704,2014-10-05
936704,2014-10-19
936704,2014-11-02
936704,2014-11-22
936704,2014-12-09
936704,2014-12-14
936704,2014-12-21
936704,2015-02-01
936704,2015-02-15
936704,2015-02-26
936704,2015-03-24
936704,2015-03-29
936704,2015-04-06
936704,2015-04-18
936704,2015-04-19
936704,2015-05-03
936704,2015-05-07
936704,2015-05-31
936704,2015-06-14
936704,2015-06-18
936704,2015-08-08
936704,2015-08-16
936704,2015-08-23
936704,2015-08-31
936704,2015-09-12
1184623,2013-10-09
1184623,2014-10-26
3541852,2014-07-15
3541852,2014-07-18
3541852,2014-07-19
3541852,2014-07-22
3541852,2014-07-23
3541852,2014-07-25
